"uid","forename","surname","name_religion","date_birth","date_death","age_death","national_identity","conv","note","namequal","pbirth","pdeath"
 "GP144","Jane","Green","Winifrid Clare",NULL,"1827 31 Oct","77",NULL,"N",NULL,NULL,NULL,"101"
 "GP145","Mary","Groyel","Mary Paul",NULL,"1666 11 Sep","44",NULL,"N",NULL,NULL,NULL,"101"
 "GP146","Mary","Haggerston","Mary Clare",NULL,"1773 15 Nov","50/53",NULL,"N",NULL,NULL,NULL,"101"
 "GP147","Dorothy","Hanford","Dorothy Maria",NULL,"1761 6 Dec","30",NULL,"N",NULL,NULL,NULL,"101"
 "GP148","Mary","Harrington","Mary Gregory",NULL,"1715 27 Dec","29",NULL,"N",NULL,NULL,NULL,"101"
 "GP149","Frances","Havers","Frances of St Dominic",NULL,"1647 9 Apr","66",NULL,"N",NULL,NULL,NULL,"101"
 "GP150","Mary","Haywood","Mary of St Peter",NULL,"1661 8 Sep","71",NULL,"N",NULL,NULL,NULL,"101"
 "GP151","Mary","Hensby","Mary of the Immaculate Conception",NULL,"1698 3 May","45",NULL,"N",NULL,NULL,NULL,"101"
 "GP152","Mary","Heyes","Margaret Ignatia",NULL,"1700 19 Mar","52",NULL,"N",NULL,NULL,NULL,"101"
 "GP153","Mary","Hilton","Mary Bonaventure",NULL,"1736 31 Mar","38",NULL,"N",NULL,NULL,"717","101"
 "GP154","Barbera","Hobert","Barbara Xaveria",NULL,"1663 24 Aug","52",NULL,"N",NULL,NULL,NULL,"101"
 "GP155","Catherine","Hodshon","Catherine Austin",NULL,"1771 25 May","65",NULL,"N",NULL,NULL,NULL,"101"
 "GP156","Mary","Hodshon","Mary Agnes",NULL,"1782 19 Jun","50",NULL,"N",NULL,NULL,NULL,"101"
 "GP157","Hellen","Hodson","Ignatia Francis",NULL,"1759 5 Dec","71",NULL,"N",NULL,NULL,NULL,"101"
 "GP158","Elizabeth","Hone","Frances Clare",NULL,"1672 20 Feb","69",NULL,"Y",NULL,NULL,NULL,"326"
 "GP159","Dorothy","Hoole","Dorothy Clare",NULL,"1792 20 Feb","67",NULL,"N",NULL,NULL,NULL,"101"
 "GP160","Margaret","Hothersel","Mary Austin",NULL,"1765 13 Apr","53",NULL,"N",NULL,NULL,NULL,"101"
 "GP161","Mary","Hull","Mary Dominic",NULL,"1757 15 May","55",NULL,"N",NULL,NULL,NULL,"101"
 "GP162","Margaret","Hunter","Mary Francis",NULL,"1769 5 Nov","56",NULL,"N",NULL,NULL,NULL,"101"
 "GP163","Ann","Hussy","Mary Xaveria",NULL,"1780 20 Jan","66",NULL,"N",NULL,NULL,NULL,"101"
 "GP164","Ann","Ingilby","Clare Ignatia",NULL,"1736 16 Jan","35",NULL,"N",NULL,NULL,NULL,"101"
 "GP165","Mary","Ingilby","Mary Catherine",NULL,"1742 20 Jun","43",NULL,"N",NULL,NULL,NULL,"101"
 "GP166","Pheebe","Jackson","Mary Joseph",NULL,"1739 7 Mar","41",NULL,"Y",NULL,NULL,NULL,"101"
 "GP167","Martha","James","Martha Mary",NULL,"1625 3 Oct","31",NULL,"N","Her mother was a convert.",NULL,NULL,"101"
 "GP168","Eugenia","Jerningham","Clare Eugenia",NULL,"1680 23 Oct","69",NULL,"N",NULL,NULL,NULL,"101"
 "GP169","Clementina","Johnson","Clementina Clare",NULL,"1793 16 May","44",NULL,"N",NULL,NULL,NULL,"101"
 "GP170","Ann","Jump","Ann Francis",NULL,"1677 22 Mar","42",NULL,"N",NULL,NULL,"1423","101"
 "GP171","Ann","Jump","Ann Teresa",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GP172","Elizabeth","Jump","Clare Francis",NULL,"1823 Oct","77",NULL,"N",NULL,NULL,NULL,"101"
 "GP173","Susanna","Jump","Mary Joseph",NULL,"1705 2 Feb","68",NULL,"N",NULL,NULL,"1423","101"
 "GP174","Emilia","Keith","Mary Austin",NULL,"1799 4 Jan","60",NULL,"Y",NULL,NULL,NULL,"331"
 "GP175","Elizabeth","Kerton","Frances Magdalin",NULL,"1671 27 Apr","67",NULL,"N",NULL,NULL,NULL,"701"
 "GP176","Catherine","Keynes","Catherine of St Clare",NULL,"1646 20 Nov","53",NULL,"N",NULL,NULL,NULL,"701"
 "GP177","Dorothy","Knightley","Agnes of St John",NULL,"1659 28 Mar","75",NULL,"N","Entered St Omer's as a choir nun, then went to found Gravelines.",NULL,NULL,"701"
 "GP178","Ellen","Lasley","Ellen Bernard",NULL,"1703 9 Jun","58",NULL,"N",NULL,NULL,NULL,"101"
 "GP179","Ann","Leckenby","Ann Winifrid",NULL,"1756 25 May","50",NULL,"N",NULL,NULL,NULL,"101"
 "GP180","Mary","Leckonby","Mary Aloysia",NULL,"1751 9 Jun","52",NULL,"N",NULL,NULL,NULL,"101"
 "GP181","Catherine","Lee","Catherine Alexia",NULL,"1828 21 Jan","88",NULL,"N",NULL,NULL,NULL,"101"
 "GP182","Elizabeth","Lewes","Ignatia Joseph",NULL,"1705 30 Sep","70",NULL,"N",NULL,NULL,NULL,"101"
 "GP183","Elizabeth","Lone","Teresa Joseph",NULL,"1675 16 Mar","50",NULL,"N",NULL,NULL,NULL,"101"
 "BA241","Lucy","Locker","Teresa Magdalene",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL
 "GP185","Catherine","Manby","Clementina Stanislaus",NULL,"1795 8 Jan","62",NULL,"N",NULL,NULL,NULL,"101"
 "GP186","Alice","Marcer","Clare Joseph",NULL,"1669 17 Dec","47",NULL,"N",NULL,NULL,NULL,"101"
 "GP187","Elizabeth","Marcher","Elizabeth Joseph",NULL,"1682 23 Sep","76",NULL,"N",NULL,NULL,NULL,"101"
 "GP188","Elizabeth","Martin","Mary Anne Clare",NULL,"1686 15 Aug","76",NULL,"y",NULL,NULL,NULL,"326"
 "GP189","Mary","Martin","Mary Aloysia","1769","1829 22 Jan","59",NULL,"N",NULL,NULL,"754","101"
 "GP190","Mary","Masey","Mary Anna Clare",NULL,"1697 4 Nov","42",NULL,"N",NULL,NULL,NULL,"101"
 "GP191","Ann","Meynell","Ann Joseph",NULL,"1825 4 Mar","77",NULL,"N",NULL,NULL,NULL,"101"
 "GP192","Margarett","Meredith","Clare Margaret",NULL,"1708 24 Jul","55",NULL,"N",NULL,NULL,NULL,"101"
 "GP193","Mary","Merry","Mary Francis",NULL,"1724 13 Jan","27",NULL,"N",NULL,NULL,NULL,"101"
 "GP194","Catherine","Mollineux","Catherine Joseph",NULL,"1688 20 Dec","39",NULL,"N",NULL,NULL,NULL,"101"
 "GP195","Margarett","Mollineux","Angela of the Ascension",NULL,"1720 2 Feb","74",NULL,"N",NULL,NULL,NULL,"101"
 "GP196","Mary","Mollineux","Mary Evangelist",NULL,"1728 6 Mar","54",NULL,"N",NULL,NULL,NULL,"101"
 "GP197","Mary","Moody","Mary Catherine",NULL,"1794 6 Jan","75",NULL,"N",NULL,NULL,NULL,"101"
 "GP198","Christina","Morley","Christina of the Holy Cross",NULL,"1679 24 Nov","57",NULL,"N",NULL,NULL,NULL,"101"
 "GP199","Martha","Morris","Cecily Austin",NULL,"1663 16 Jul","58",NULL,"N",NULL,NULL,NULL,"101"
 "GP200","Mary","Morris","Mary Clare",NULL,"1661 3 Oct","57",NULL,"N",NULL,NULL,NULL,"101"
 "GP201","Ann","Newsham","Ann Didacus",NULL,"1719  16 Jul","43",NULL,"N",NULL,NULL,NULL,"101"
 "GP202","Winifred","Newton","Winifred Clare","1688 16 Nov","1738 13 Sep","50",NULL,"N",NULL,NULL,NULL,"101"
 "GP203","Lydia","Nihell","Catherine Joseph",NULL,"1794 29 Dec","46",NULL,"N",NULL,NULL,NULL,"101"
 "GP204","Ann","Norris","Anna Maria",NULL,"1743 19 Mar","75",NULL,"N",NULL,NULL,NULL,"101"
 "GP205","Frances","Norton","Francis Dominic",NULL,"1660 16 Jun","28",NULL,"N",NULL,NULL,NULL,"101"
 "GP206","Alice","Nugent","Magdalen of St Clare",NULL,NULL,NULL,"Irish","N",NULL,NULL,NULL,NULL
 "GP207","Elizabeth","Orde","Felix Joseph",NULL,"1769 28 Dec","57",NULL,"Y",NULL,NULL,NULL,"101"
 "GP208","Margaret","Osbaldeston","Teresa Joseph",NULL,"1730 1 Feb","63",NULL,"N",NULL,NULL,NULL,"101"
 "GP209","Emerentiana","Park","Mary Colette",NULL,"1777 4 Aug","72",NULL,"N",NULL,NULL,NULL,"101"
 "GP210","Helen","Parker","Mary of St Bernard",NULL,"1639 8 Dec","59",NULL,"N","Entered St Omer's as a choir nun, then went to found Gravelines.",NULL,NULL,"701"
 "GP211","Mary","Paterson","Mary Magdalen",NULL,"1656 7 Jul","39",NULL,"N",NULL,NULL,NULL,"326"
 "GP212","Grace","Pennington","Catherine of St Frances",NULL,"1638 17 Oct","49",NULL,"N",NULL,NULL,NULL,"701"
 "GP213","Ann","Penswick","Mary Victoria",NULL,"1813 Jul","67",NULL,"N",NULL,NULL,NULL,"331"
 "GP214","Ann","Perkins","Lucy Clare",NULL,"1658 31 Mar","54",NULL,"N",NULL,NULL,NULL,"326"
 "GP215","Elizabeth","Perkins","Barbara Delphina",NULL,"1728 3 Mar","45",NULL,"Y",NULL,NULL,NULL,"101"
 "GP216","Mary","Perkins","Mary of St John Evangelist",NULL,"1639 18 Sep","42",NULL,"N",NULL,NULL,NULL,"701"
 "GP217","Bridget","Petre","Clare Stanislaus",NULL,"1747 14 Apr","51",NULL,"N",NULL,NULL,NULL,"101"
 "GP218","Hellen","Petre","Mary Felix",NULL,"1779 20 Jun","79",NULL,"N",NULL,NULL,NULL,"101"
 "GP219","Mary","Petre","Mary Xaveria",NULL,"1724 8 Jan","28",NULL,"N",NULL,NULL,NULL,"101"
 "GP220","Frances","Philipson","Frances of St Bonaventure",NULL,"1661 21 Mar","65",NULL,"N",NULL,NULL,NULL,"701"
 "GP221","Mary","Pickford","Mary Jerome",NULL,"1660 7 May","62",NULL,"N",NULL,NULL,NULL,"701"
 "GP222","Rebecca","Pigott","Mary Benedict",NULL,"1771 27 Sep","71",NULL,"N",NULL,NULL,NULL,"101"
 "GP223","Mary","Plaisington","Mary Francis",NULL,"1672 31 Jul","47",NULL,"N",NULL,NULL,NULL,"101"
 "GP224","Grace","Plesington","Grace of the Holy Ghost",NULL,"1706 3 Sep","68",NULL,"N",NULL,NULL,NULL,"101"
 "GP225","Margaret","Poole","Clare Margaret",NULL,"1659 22 Jul","43",NULL,"N",NULL,NULL,NULL,"101"
 "GP226","Rosamonde","Poole","Ellen of St Bernadine",NULL,"1654 9 Jan","61",NULL,"N",NULL,NULL,NULL,"101"
 "GP227","Tecla","Pople","Mary Tecla",NULL,"1744 23 Sep","62",NULL,"N",NULL,NULL,NULL,"101"
 "GP228","Catherine","Price","Catherine Xaveria",NULL,"1751 25 Jul","75",NULL,"N",NULL,NULL,NULL,"101"
 "GP229","Ann","Prow","Ann of St Raphael",NULL,"1671 29 Sep","80",NULL,"N",NULL,NULL,NULL,"326"
 "GP230","Ann","Radcliffe","Clare Benedict",NULL,"1639 30 Nov","44",NULL,"N",NULL,NULL,NULL,"701"
 "GP231","Dorothy","Radcliffe","Dorothy Frances Bruno",NULL,"1639 22 Sep","45",NULL,"N",NULL,NULL,NULL,"701"
 "GP232","Elizabeth","Radcliffe","Barbara of St Collett",NULL,"1645 31 Mar","55",NULL,"N",NULL,NULL,NULL,"701"
 "GP233","Margaret","Radcliffe","Margaret of St Paul",NULL,"1654 26 Jul","71",NULL,"N",NULL,NULL,NULL,"701"
 "GP234","Frances","Radische","Francis Ignatia",NULL,"1693 3 Dec","56",NULL,"N",NULL,NULL,NULL,"101"
 "GP235","Mary","Rape","Mary Clare",NULL,"1709 6 Feb","37",NULL,"N",NULL,NULL,NULL,"101"
 "GP236","Margaret","Ratlife","Mary of Jesus",NULL,"1693 2 Dec","51",NULL,"N",NULL,NULL,NULL,"101"
 "GP237","Elizabeth","Rayner","Mary Gabriel",NULL,"1647 23 Jul","57",NULL,"N",NULL,NULL,NULL,"326"
 "GP238","Jane","Reynolds","Colette Gertrude",NULL,"1708 23 Nov","58",NULL,"N",NULL,NULL,NULL,"101"
 "GP239","Margarett","Richerson","Margaret Winifrid",NULL,"1718 10 Jan","66",NULL,"N",NULL,NULL,NULL,"101"
 "GP240","Frances","Rookwood","Clare Frances",NULL,"1692 5 Oct","65",NULL,"N",NULL,NULL,NULL,"1616"
 "GP241","Mary","Rookwood","Mary Collett","1623 17 Nov","1676 24 Jun","52",NULL,"N",NULL,NULL,NULL,"1616"
 "GP242","Margaret","Ross","Francis Clare",NULL,"1719 28 Jun","41",NULL,"N",NULL,NULL,NULL,"101"
 "GP243","Elen","Roulenston","Ellen Francis",NULL,"1678 4 Jun","60",NULL,"N",NULL,NULL,NULL,"101"
 "GP244","Mary","Routledge","Mary Joseph",NULL,"1794 9 May","63",NULL,"N",NULL,NULL,NULL,"101"
 "GP245","Elizabeth","Salisbury","Elizabeth Peter",NULL,"1661 20 Sep","63",NULL,"N",NULL,NULL,NULL,"326"
 "GP246","Anne","Sanford","Ann Teresa",NULL,"1637 21 Nov","46",NULL,"N",NULL,NULL,NULL,"101"
 "GP247","Hanna","Seacome","Agnes Joseph",NULL,"1736 5 Jul","66",NULL,"Y",NULL,NULL,NULL,"101"
 "GP248","Elizabeth","Seacum","Clare Francis",NULL,"1716 25 Jan","42",NULL,"Y",NULL,NULL,NULL,"101"
 "GP249","Elizabeth","Shaftoe","Mary of the Incarnation",NULL,"1743 3 May","78",NULL,"N",NULL,NULL,NULL,"101"
 "GP250","Margarett","Shaftoe","Clare of the Holy Sacrament",NULL,"1713 7 Jun","42",NULL,"N",NULL,NULL,NULL,"101"
 "GB265","Benedicta","Ferrers","Benedicta",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "GP252","Ann","Smithson","Mary Anna",NULL,"1750 21 Mar","65",NULL,"N",NULL,NULL,NULL,"101"
 "GP253","Anne","Smythe","Ann of the Presentation",NULL,"1728 22 Feb","55",NULL,"N",NULL,NULL,NULL,"101"
 "GP254","Catherine","Smythe","Catherine Clare",NULL,"1772 30 Mar","74",NULL,"N",NULL,NULL,"944","101"
 "GP255","Dorothy","Standford","Dorothy Colett",NULL,"1679 23 May","50",NULL,"N",NULL,NULL,NULL,"101"
 "GP256","Ann","Standish","Ann Laurence",NULL,"1664 29 Dec","57",NULL,"N",NULL,NULL,NULL,"101"
 "GP257","Margaret","Sternhold","Margaret Winifrid",NULL,"1674 22 Jan","77",NULL,"N",NULL,NULL,NULL,"326"
 "GP258","Bridget","Stockley","Winifrid Magdalen",NULL,"1734 25 Dec","54",NULL,"N",NULL,NULL,NULL,"101"
 "GP259","Ann","Swift","Mary Winifrid",NULL,"1778 14 Sep","59",NULL,"N",NULL,NULL,NULL,"101"
 "GP260","Mary","Talbot","Mary of Jesus",NULL,"1717 5 Feb","40",NULL,"N",NULL,NULL,NULL,"101"
 "GP261","Ann","Tarlton","Mary Alexia",NULL,"1722 17 Aug","26",NULL,"N",NULL,NULL,NULL,"101"
 "GP262","Elizabeth","Taylor","Elizabeth of St Andrew",NULL,"1664 1 Apr","69",NULL,"N",NULL,NULL,NULL,"101"
 "GP263","Luysia","Taylor","Louisa Clare",NULL,"1667 27 Aug","57",NULL,"N",NULL,NULL,NULL,"101"
 "GP264","Mary","Taylor","Mary of St Francis",NULL,"1658 8 Dec","61",NULL,"N",NULL,NULL,NULL,"326"
 "GP265","Elizabeth","Tempest","Francis Clare",NULL,"1694 8 Aug","42",NULL,"N",NULL,NULL,NULL,"101"
 "GP266","Ann","Tholward","Ann of St Francis",NULL,"1613 26 Nov","44",NULL,"N","Entered St Omer 4 Oct 1596, aged 27.",NULL,NULL,"101"
 "GP267","Jane","Throckmorton","Clare Joseph",NULL,"1773 22 Nov","52",NULL,"N",NULL,NULL,NULL,"101"
 "GP268","Elizabeth","Thwaytes","Collett Clare",NULL,"1675 22 Feb","82",NULL,"N",NULL,NULL,NULL,"101"
 "GP269","Elizabeth","Tichbourn","Teresa Joseph",NULL,"1765 31 Jul","38",NULL,"N",NULL,NULL,NULL,"101"
 "GP270","Elizabeth","Tyldesley","Clare Mary Anna",NULL,"1654 17 Feb","67",NULL,"N","Entered St Omer's as a choir nun, then went to found Gravelines.",NULL,NULL,"101"
 "GP271","Elizabeth","Tilliard","Collett Gertrude",NULL,"1630 4 Mar","26",NULL,"N",NULL,NULL,NULL,"101"
 "GP272","Frances","Todd","Mary Francis",NULL,"1797 1 Jan","34",NULL,"N",NULL,NULL,NULL,"331"
 "GP273","Frances","Towers","Francis of the Holy Cross",NULL,"1684 18 Jun","52",NULL,"N",NULL,NULL,NULL,"101"
 "GP274","Ann","Tristram","Ann Joseph",NULL,"1761 22 Feb","71",NULL,"N",NULL,NULL,NULL,"101"
 "GP275","Grace","Turner","Winifrid Francis",NULL,"1725 21 Nov","38",NULL,"N",NULL,NULL,NULL,"101"
 "GP276","Elizabeth","Unsworth","Martha Alexius",NULL,"1700 5 Jan","68",NULL,"N",NULL,NULL,"1423","101"
 "GP277","Catharine","Victor","Catherine Clare",NULL,"1662 8 Jan","49",NULL,"N",NULL,NULL,NULL,"101"
 "GP278","Timothy","Walleston","Francis of St John",NULL,"1632 21 Mar","55",NULL,"N","Entered St Omer's as a choir nun, then went to found Gravelines.",NULL,NULL,"101"
 "GP279","Ann","Walton","Ann Joachim",NULL,"1677 10 Nov","58",NULL,"N",NULL,NULL,NULL,"101"
 "GP280","Jane","Waring","Mary Francis",NULL,"1739 16 Sep","41",NULL,"N",NULL,NULL,NULL,"101"
 "GP302","Elizabeth","Warner","Mary Clare","1641","1681 28 Feb","39",NULL,"Y",NULL,NULL,"623","101"
 "GP283","Ann","Watterton","Clare Regis",NULL,"1768 1 May","69",NULL,"N",NULL,NULL,NULL,"101"
 "GP284","Margaret","Wells","Hellen Bernard",NULL,"1750 24 Dec","55",NULL,"N",NULL,NULL,NULL,"101"
 "GP285","Ann","Wesby","Ann Frances",NULL,"1655 16 Aug","38",NULL,"N",NULL,NULL,NULL,"101"
 "GP286","Bridgett","Wesbye","Bridget Clare",NULL,"1741 2 Jul","75",NULL,"N",NULL,NULL,NULL,"101"
 "GP287","Mary","Whitmore","Mary Clare",NULL,"1742 23 Jan","57",NULL,"N",NULL,NULL,NULL,"101"
 "GP288","Jane","Whittingham","Mary Francis",NULL,"1722 9 Mar","61",NULL,"N",NULL,NULL,NULL,"101"
 "GP289","Elizabeth","Widdrington","Mary Ignatia",NULL,"1713 4 Mar","60",NULL,"N",NULL,NULL,NULL,"101"
 "GP290","Jane","Widdrington","Mary Anthony",NULL,"1749 12 Aug","80",NULL,"Y",NULL,NULL,NULL,"101"
 "GP291","Ellen","Wilkerson","Beatrice of the Holy Sacrament",NULL,"1693 3 Dec","46",NULL,"N",NULL,NULL,NULL,"101"
 "GP292","Mary","Williamson","Mary Colette",NULL,"1668 9 Jun","27",NULL,"N",NULL,NULL,NULL,"101"
 "GP293","Catherine","Willson","Mary Michael",NULL,"1705 30 Jul","32",NULL,"N",NULL,NULL,NULL,"101"
 "GP294","Catherine","Winckley","Catherine Joseph",NULL,"1749 27 Nov","42",NULL,"N",NULL,NULL,NULL,"101"
 "GP295","Catherine","Wingate","Catherine Francis",NULL,"1745 5 Nov","39",NULL,"N",NULL,NULL,NULL,"101"
 "GP296","Isabelle","Witheral","Elizabeth of St Magdalene",NULL,"1618 8 Oct","28",NULL,"N",NULL,NULL,NULL,"101"
 "GP297","Ann","Worsick","Ann Didacus",NULL,"1797 4 Apr","33",NULL,"N",NULL,NULL,NULL,"331"
 "GP298","Ann","Wright","Ann of the Conception",NULL,"1633 9 Jan","28",NULL,"N",NULL,NULL,NULL,"101"
 "GP299","Anne","Yates","Anne Clare",NULL,"1667 24 Jan","65",NULL,"N",NULL,NULL,NULL,"326"
 "GP300","Frances","Yates","Frances of St Clare",NULL,"1625 28 Jan","28",NULL,"N",NULL,NULL,NULL,"101"
 "GP301","Dorothy","Yaxley","Ursula of St Bernard",NULL,"1653 21 Apr","51",NULL,"N",NULL,NULL,NULL,"101"
 "LS247","Harriet","Sanguine","Teresa Augustine",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "BA232","Henrietta","Burlton",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"754",NULL
 "BA233","Margaret","Wharton","Gonzaga later Aloysia Joseph","1771 22 Feb",NULL,NULL,NULL,"N",NULL,NULL,"1046",NULL
 "BA234","Elizabeth","Webster","Augustina Clare","1774 2 Nov",NULL,NULL,NULL,"N",NULL,NULL,"243",NULL
 "RP018","Mary","Betts","Mary Magdalen",NULL,"1752 5 Aug","79",NULL,"N",NULL,NULL,NULL,"326"
 "RP019","Sara","Betts","Dorothy Agnes",NULL,"1732 5 Jun","62",NULL,"N",NULL,NULL,NULL,"326"
 "RP020","Jane","Blundel","Agnes of the Holy Ghost",NULL,"1676 12 Aug","35",NULL,"N",NULL,NULL,NULL,"326"
 "RP021","Margery","Blundel","Agnes Clare",NULL,"1735 6 Jun","36",NULL,"N",NULL,NULL,NULL,"326"
 "RP022","Mary","Blundel","Mary Collet",NULL,"1792 31 Jan","92",NULL,"N",NULL,NULL,NULL,"326"
 "RP023","Elizabeth","Blundell","Agnes Clare",NULL,"1805 24 Sep","50",NULL,"N",NULL,NULL,NULL,"973"
 "RP024","Margaret","Blundell","Clare Margaret",NULL,"1706 26 Feb","62",NULL,"N",NULL,NULL,NULL,"326"
 "RP025","Clare","Blundell","Clare Francis","1656","1714 12 Dec","59",NULL,"N",NULL,"no bapt",NULL,"326"
 "RP026","Frances","Booker","Frances Paschalis",NULL,"1782 9 Aug","73",NULL,"N",NULL,"no bapt",NULL,"326"
 "RP027","Teresa","Booker","Mary Teresa",NULL,"1752 23 Oct","51",NULL,"N",NULL,NULL,NULL,"326"
 "RP028","Catherine","Boork","Catherin Magdalen",NULL,"1666 24 Jan","39","Irish","N","Professed at Bethlem, Ireland. Member of Dieppe, dispersed in civil war.",NULL,NULL,"326"
 "RP029","Cecily","Bourne","Cecily Joseph",NULL,"1673 4 Dec","24",NULL,"N",NULL,NULL,NULL,"326"
 "RP030","Mary","Bourne","Mary Collet",NULL,"1715 30 Jan","62",NULL,"N",NULL,NULL,NULL,"326"
 "RP033","Catherine","Brown","Catherine Francis",NULL,"1778 12 May","51",NULL,"N",NULL,NULL,NULL,"326"
 "RP034","Anne","Browne","St Francis of the Passion",NULL,"1725 4 Apr","84",NULL,"N",NULL,NULL,NULL,"326"
 "RP035","Catherine Rosalea","Browne","Catherine Rosalia",NULL,"1738 27 Mar","66",NULL,"N",NULL,NULL,NULL,"326"
 "RP036","Frances","Browne","Francis Euphrasia",NULL,"1713 11 Jan","45",NULL,"N",NULL,NULL,NULL,"326"
 "RP038","Mary","Browne","Mary Teresa",NULL,"1702 31 Aug","37",NULL,"N",NULL,NULL,NULL,"326"
 "RP039","Frances","Bucker","Frances Paschalis",NULL,"1782 9 Aug","75",NULL,"N",NULL,NULL,NULL,"326"
 "RP040","Catherine","Burlacy",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "RP041","Elizabeth","Butler",NULL,NULL,"1756","18",NULL,"N",NULL,NULL,NULL,"326"
 "RP042","Margaret","Carnaby","Francis Bonaventure",NULL,"1748 10 Oct","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP043","Lucy","Cary","Mary Francis",NULL,"1693 10 Jan","60",NULL,"N",NULL,NULL,NULL,"326"
 "RP044","Martha","Castel","Martha Joseph",NULL,"1795  7 Dec","73",NULL,"N",NULL,NULL,NULL,"754"
 "RP045","Mary","Castle","Mary of the Holy Cross","1720","1796 28 Jun","77",NULL,"N",NULL,NULL,NULL,NULL
 "RP046","Anne","Chadwick","Anne Joseph","1726","1808 14 Jul","82","English","N",NULL,NULL,NULL,NULL
 "RP047","Eleanor","Chadwick","Mary Joseph","1749 Mar","1799 17 Jan","51",NULL,"N","[Ellen]",NULL,NULL,"148"
 "RP048","Mary","Chadwick","Mary Joseph",NULL,"1766 12 Oct","46",NULL,"N",NULL,NULL,"1547","326"
 "RP049","Winifred Mary","Chadwick","Maria Magdalen",NULL,"1795 16 Nov","55",NULL,"N",NULL,NULL,"771","754"
 "RP050","Lydia Clare","Chambers","Clare Beatrix",NULL,"1751 1 May","52",NULL,"N",NULL,NULL,NULL,"326"
 "RP051","Frances","Clifton","Francis of Saint Benedict",NULL,"1756 23 Aug","91",NULL,"N",NULL,NULL,NULL,"326"
 "RP052","Winifred","Clifton","Winifrid Anne",NULL,"1719 16 Aug","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP053","Gertrude","Congrave","Gertrude Clare",NULL,"1723 25 Apr","75",NULL,"N",NULL,NULL,NULL,"326"
 "RP054","Blanche","Cornwallis","Mary Alexious",NULL,"1725 22 Sep","77",NULL,"N",NULL,NULL,NULL,"326"
 "RP055","Elizabeth","Cornwallis","Cecily Joseph",NULL,"1737 1 Aug","78",NULL,"N",NULL,NULL,NULL,"326"
 "RP056","Frances","Cornwallis","Francis Joseph",NULL,"1723 25 Apr","75",NULL,"N",NULL,NULL,NULL,"326"
 "RP057","Elizabeth","Cragg","Mary Elizabeth",NULL,"1752 10 Nov","28",NULL,"N",NULL,NULL,"1054","326"
 "RP058","Mary","Cross","Mary Bonventure",NULL,"1832 14 Mar","75",NULL,"N",NULL,NULL,NULL,"1060"
 "RP059","Dorothy","Cuffaud","Clotilda Frances",NULL,"1688 24 Apr","24",NULL,"N",NULL,NULL,NULL,"326"
 "RP060","Winifred","Cuffaud","Winifred Magdalen",NULL,"1706 16 Jul","45",NULL,"N",NULL,NULL,NULL,"326"
 "RP061","Anne","Culshaw","Winifred Ann",NULL,"1841 14 Sep","87",NULL,"N",NULL,NULL,NULL,"1060"
 "RP062","Elizabeth","Curtis","Elizabeth Francis",NULL,"1685 8 May","43",NULL,"N",NULL,NULL,NULL,"326"
 "RP063","Francis","Draycott","Francis Dominic",NULL,"1719 17 Aug","66",NULL,"N",NULL,NULL,NULL,"326"
 "RP064","Mary","Draycott","Mary Peter",NULL,"1724 21 Sep","68",NULL,"N",NULL,NULL,NULL,"326"
 "RP065","Sara","Edelen","Mary Teresa",NULL,"1826 28 Feb","87","American","N",NULL,NULL,NULL,"1060"
 "RP066","Charlotte Anne","Elliott","Ann Francis",NULL,"1829 12 Apr","82",NULL,"N",NULL,NULL,"754","1060"
 "RP067","Margaret","Elliot","Margaret of St Winifred",NULL,"1829 22 Oct","78",NULL,"N",NULL,NULL,"754","1060"
 "RP068","Mary","Elrington","Mary Delphina",NULL,"1749 14 Aug","78",NULL,"N",NULL,NULL,NULL,"326"
 "RP070","Anne","Fitzherbert","Ann Eugenia",NULL,"1706 3 Jul","35",NULL,"N",NULL,NULL,NULL,"326"
 "RP071","Catherine","Gay","Catherine Constantia",NULL,"1709 26 Feb","37",NULL,"N",NULL,NULL,NULL,"326"
 "RP072","Elizabeth","Gibson***","Francis Clare",NULL,"1761 11 Jul","51",NULL,"N",NULL,NULL,NULL,"326"
 "RP073","Helene","Giffard","Helen of St Agatha",NULL,"1750 14 Jan","75",NULL,"N",NULL,NULL,NULL,"326"
 "RP075","Frances","Gildon","Francis Teresa",NULL,"1762 6 Oct","74",NULL,"N",NULL,NULL,NULL,"326"
 "RP077","Bridget","Godbold","Mary Francis",NULL,"1721 21 May","49",NULL,"N",NULL,NULL,NULL,"326"
 "RP078","Margaret","Green","Magdalen Joseph",NULL,"1782 24 Feb","86",NULL,"N",NULL,NULL,NULL,"326"
 "RP079","Elizabeth","Haffenden","Mary Teresa",NULL,"1716 16 Jan","27",NULL,"N",NULL,NULL,NULL,"326"
