"uid","forename","surname","name_religion","date_birth","date_death","age_death","national_identity","conv","note","namequal","pbirth","pdeath"
 "RP080","Elizabeth","Hagan","Elizabeth Clare",NULL,"1806 26 Feb","75","American","N",NULL,NULL,NULL,"973"
 "RP081","Monica","Hagan","Monica Clare",NULL,"1807 2 Nov","68","American","N",NULL,NULL,NULL,"973"
 "RP082","Catherine","Hales","Catherine Agnes",NULL,"1737 5 Dec","57",NULL,"Y",NULL,NULL,NULL,"326"
 "RP083","Elizabeth","Hales","Mary Joseph",NULL,"1736 8 Jun","58",NULL,"Y",NULL,NULL,NULL,"326"
 "RP084","Jane","Hales","Eugenia Clare",NULL,"1738 15 Aug","60",NULL,"Y",NULL,NULL,NULL,"326"
 "RP085","Anne","Hamilton","Angela Augustine",NULL,"1710 25 May","64",NULL,"N",NULL,NULL,NULL,"326"
 "RP086","Dorothy","Hanford","Dorothy Joseph",NULL,"1736 28 Oct","72",NULL,"N",NULL,NULL,NULL,"326"
 "RP087","Bridget","Harrison","Ann Collet",NULL,"1755 15 Jun","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP088","Helen","Harrison","Helen Francis",NULL,"1783 1 May","66","English","N",NULL,NULL,NULL,"326"
 "RP089","Francis","Harrison","Francis Bernard",NULL,"1770 2 May","74",NULL,"N",NULL,NULL,NULL,"326"
 "RP090","Jane","Haughton","Mary of the Passion",NULL,"1694 7 Dec","55",NULL,"N",NULL,NULL,NULL,"326"
 "RP091","Anne","Hawkins","Anne Clare",NULL,"1719 27 Mar","41",NULL,"N",NULL,NULL,NULL,"326"
 "RP092","Grace","Haughton","Grace Michael",NULL,"1698 29 Oct","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP093","Mary","Hodkinson","Mary Agnes",NULL,"1812 3 Nov","66",NULL,"N",NULL,NULL,NULL,"1060"
 "RP094","Elizabeth","Hodgson","Elizabeth Dominic",NULL,"1808 2 Jun","55",NULL,"N",NULL,NULL,NULL,"1060"
 "RP095","Elizabeth","Hodgson","Mary Elizabeth",NULL,"1825 10 Dec","88",NULL,"N",NULL,NULL,NULL,"1060"
 "RP096","Sara","Hoges","Mary Gabriel",NULL,"1745 8 Oct","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP098","Helen","Hool","Colett Clare","1757 Jan","1805 6 Jun","49",NULL,"N",NULL,NULL,"1423","973"
 "RP099","Mrs","Hope",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "RP100","Winifred","Hornyold","Winifred of St Bruno",NULL,"1722 22 Jul","53",NULL,"N",NULL,NULL,NULL,"326"
 "RP101","Mary","Howard","Mary of the Holy Cross","1653","1735 21 Mar","81",NULL,"Y",NULL,NULL,NULL,"326"
 "RP102","Mary","Hudson","Mary Anthony",NULL,"1718 20 Nov",NULL,NULL,"N",NULL,NULL,NULL,"326"
 "RP104","Martha","Ironside","Martha Clare",NULL,"1752 12 Jul","76",NULL,"N",NULL,NULL,NULL,"326"
 "RP105","Elizabeth","Jackson","Francis Joseph",NULL,"1802 1 Sep","31",NULL,"N",NULL,NULL,NULL,"973"
 "RP106","Jane","James","Mary Magdalen",NULL,"1827 27 Mar","91",NULL,"N",NULL,NULL,"54","1060"
 "RP107","Christian","Jenks","Christina Francis",NULL,"1712 9 Oct","62",NULL,"N",NULL,NULL,NULL,"326"
 "RP108","Catherine","Kennett","Catherine Magdalen",NULL,"1729 15 Feb","80",NULL,"N",NULL,NULL,NULL,"326"
 "RP109","Eleanor","Lancaster","Helen of the Holy Cross",NULL,"1693 18 Jan","65",NULL,"N",NULL,NULL,NULL,"326"
 "RP110","Margaret","Lancaster","Luisa Clare",NULL,"1676 6 Oct","40",NULL,"N",NULL,NULL,NULL,"326"
 "RP111","Margery","Lancaster","Mary Bonaventure",NULL,"1705 12 Jul","58",NULL,"N",NULL,NULL,NULL,"326"
 "RP112","Mary","Lancaster","Mary Anastasia",NULL,"1826 25 Mar","77",NULL,"N",NULL,NULL,NULL,"1060"
 "RP113","Helen","Lane","Clare Teresa",NULL,"1836 3 Apr","75",NULL,"N",NULL,NULL,NULL,"1060"
 "RP114","Elizabeth","Lawson","Elizabeth Baptist",NULL,"1676 6 Oct","32",NULL,"N",NULL,NULL,NULL,"326"
 "RP115","Magdalen","Hunt, Le","Magdalen of the Holy Cross",NULL,"1745 29 May","53",NULL,"N",NULL,NULL,NULL,"326"
 "RP116","Clare","Maguire",NULL,NULL,"1840 14 Feb","82",NULL,"N","Place of death uncertain.",NULL,NULL,"1060"
 "RP117","Helen","Martin","Clare Joseph",NULL,"1748 23 Feb","54",NULL,"N","[Ellen]",NULL,NULL,"326"
 "RP119","Catherine","Mascy","Catherine of the Angels",NULL,"1683 24 Jun","32",NULL,"N",NULL,NULL,NULL,"326"
 "RP120","Dorothy","Mascy","Mary of Nazareth",NULL,"1670 8 Oct","26",NULL,"N",NULL,NULL,NULL,"326"
 "RP121","Helen","Mascy","Clare of the Holy Sacrament",NULL,"1686 24 Jan","51",NULL,"N",NULL,NULL,NULL,"326"
 "RP122","Mary","Mascy","Mary of the Angels",NULL,"1706 4 Dec","34",NULL,"N",NULL,NULL,NULL,"326"
 "RP123","Elizabeth","Matthews","Martha Magdalen",NULL,"1738 17 Jun","57",NULL,"N",NULL,NULL,NULL,"326"
 "RP124","Jane","Matthews","Lucy Clare",NULL,"1772 25 Oct","80",NULL,"N",NULL,NULL,NULL,"326"
 "RP125","Helen","Mawson","Beatrix Clare",NULL,"1672 9 Feb","29",NULL,"N",NULL,NULL,NULL,"326"
 "RP126","Elizabeth","Messenger","Elizabeth Peter",NULL,"1688 13 Jan","60",NULL,"N",NULL,NULL,NULL,"326"
 "RP127","Catherine","Monington","Catherine Austin",NULL,"1734 26 Dec","31",NULL,"N",NULL,NULL,NULL,"326"
 "RP128","Catherine","More","Catherine Joseph",NULL,"1713 22 May","39",NULL,"N",NULL,NULL,NULL,"326"
 "RP129","Henrietta","More","Henrietta-Maria",NULL,"1745 23 Jan","67",NULL,"N",NULL,NULL,NULL,"326"
 "RP131","Mary","Naylor","Mary of the Conception",NULL,"1699 27 Oct","72",NULL,"N",NULL,NULL,NULL,"326"
 "RP132","Margaret","Nelson","Margaret Clare",NULL,"1714 2 Jan","62",NULL,"N",NULL,NULL,NULL,"326"
 "RP133","Alice","Newhouse","Martha Magdalen",NULL,"1693 19 Jan","41",NULL,"N",NULL,NULL,NULL,"326"
 "RP135","Ursula","Parry","Winifred Joseph",NULL,"1756 22 Apr","76",NULL,"N",NULL,NULL,NULL,"326"
 "RP138","Bridgit","Petre","Agnes Clare",NULL,"1693 16 Jan","25",NULL,"N",NULL,NULL,NULL,"326"
 "RP139","Catherine","Petre","Catherine Francis",NULL,"1742 21 Jun","72",NULL,"N",NULL,NULL,NULL,"326"
 "RP140","Lucy","Petre","Lucy Francis","1640","1713 20 May","73",NULL,"N",NULL,NULL,NULL,"326"
 "RP141","Lucy","Petre","Lucy of St Felix",NULL,"1733 29 Oct","76",NULL,"N",NULL,NULL,NULL,"326"
 "RP142","Mary","Petre","Mary Joseph","1639","1693 5 Jan","56",NULL,"N",NULL,NULL,NULL,"326"
 "RP143","Jane","Phillips","Martha Clare",NULL,"1806 12 Aug","71",NULL,"N",NULL,NULL,"295","973"
 "RP144","Phoebe","Plumerdin","Francis Collet",NULL,"1749 8 Jan","80",NULL,"N",NULL,NULL,NULL,"326"
 "RP145","Frances","Plunkett","Francis Benedict",NULL,"1811 18 Dec","64",NULL,"N",NULL,NULL,"754","1060"
 "RP146","Margaret","Pope","Clare Joseph",NULL,"1817 22 Jun","59",NULL,"N",NULL,NULL,NULL,"1060"
 "RP147","Susanna","Prance","Susanna Gabriel",NULL,"1714 17 Nov","63",NULL,"N",NULL,NULL,NULL,"326"
 "RP148","Isabell","Price","Winifred Bartholomew",NULL,"1693 10 Jan","48",NULL,"N",NULL,NULL,NULL,"326"
 "RP150","Martha","Ratcliffe","Mary Pelagia",NULL,"1752 8 Oct","46",NULL,"N","[Mary]",NULL,NULL,"326"
 "RP151","Mary","Ravenscroft","Mary of the Holy Sacrament",NULL,"1736 3 Sep","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP153","Margaret","Renolds","Margaret of the Visitation",NULL,"1708 10 May","45",NULL,"N",NULL,NULL,NULL,"326"
 "RP154","Martha","Richards","Martha Francis",NULL,"1766 1 Feb","66",NULL,"N",NULL,NULL,NULL,"326"
 "RP155","Anne","Rose","Anne Didacus",NULL,"1705 11 Jan","82",NULL,"N",NULL,NULL,NULL,"326"
 "RP156","Elizabeth","Sadleir","Ursula Matilda",NULL,"1736 24 Sep","66",NULL,"N",NULL,NULL,NULL,"326"
 "RP158","Isabella","Scorer","Mary Ann",NULL,"1786 5 Jan","66","English","N",NULL,NULL,NULL,"326"
 "RP159","Mary","Sharp","Clare Maria",NULL,"1743 8 May","61",NULL,"N",NULL,NULL,NULL,"326"
 "RP160","Ann","Sidgwick","Ann Clare",NULL,"1826 3 Feb",NULL,NULL,"N","Place of death uncertain.",NULL,NULL,"1060"
 "RP161","Margaret","Simeon","Francis Joseph",NULL,"1664 5 Oct","36",NULL,"N",NULL,NULL,NULL,"326"
 "RP162","Anne","Singleton","Anne Raphael",NULL,"1783 27 Mar","71",NULL,"N",NULL,NULL,NULL,"326"
 "RP163","Eleanor","Skelton","Collet Clare",NULL,"1735 25 Jul","72",NULL,"N",NULL,NULL,NULL,"326"
 "RP164","Anne","Skelton","Anne Bernadine",NULL,"1714 9 Mar","54",NULL,"N",NULL,NULL,NULL,"326"
 "RP165","Alice","Slater","Benedict Joseph",NULL,"1818 3 Jan","65",NULL,"N",NULL,NULL,NULL,"1060"
 "RP166","Catherine","Smith","Mary Catherine",NULL,"1799 19 Jan","65",NULL,"N",NULL,NULL,"1010","973"
 "RP167","Elizabeth","Smith","Elizabeth of St Joseph",NULL,"1807 23 Aug","74",NULL,"N",NULL,NULL,"828","973"
 "RP168","Margaret","Smith","Clare Margaret",NULL,"1816 23 Dec","83",NULL,"N",NULL,NULL,NULL,"1060"
 "RP169","Mary","Smith","Mary Benedict","1724","1824 29 Dec","99",NULL,"N",NULL,NULL,NULL,"1060"
 "RP170","Winifred","Smith","Winifred Clare",NULL,"1824 11 Mar","83",NULL,"N",NULL,NULL,"754","1060"
 "RP171","Elizabeth","Somerset","Elizabeth Clare",NULL,"1734 11 Jul","56",NULL,"N",NULL,NULL,NULL,"326"
 "RP172","Susanna","Spalding","Mary of St Clare",NULL,"1813 29 Apr","88","American","N",NULL,NULL,"1267","1060"
 "RP173","Frances","Stafford","Frances Clare",NULL,"1723 22 Jan","63",NULL,"N",NULL,NULL,NULL,"326"
 "RP174","Margaret","Standish",NULL,NULL,"1680",NULL,NULL,"N",NULL,NULL,NULL,NULL
 "RP176","Mary","Stonor","Mary Francis",NULL,"1789 16 Nov","70",NULL,"N",NULL,NULL,NULL,"326"
 "RP177","Jane","Street","Catherine Clare",NULL,"1725 22 Feb","63",NULL,"N",NULL,NULL,NULL,"326"
 "RP178","Anne","Sturdy","Anne Raphael",NULL,"1726 20 Jan","70",NULL,"N",NULL,NULL,NULL,"326"
 "RP179","Catherine","Sisson","Catherine Clare",NULL,"1843 6 Mar","84",NULL,"N",NULL,NULL,NULL,"1060"
 "RP182","Elizabeth","Throckmorton","Elizabeth Joseph",NULL,"1724 12 Feb","52",NULL,"N",NULL,NULL,NULL,"326"
 "RP183","Anna","Tomlinson","Ann Collet",NULL,"1833 2 Jun","84",NULL,"N",NULL,NULL,NULL,"1060"
 "RP184","Anne","Trivilian","Anne Laurence",NULL,"1705 4 Feb","58",NULL,"N",NULL,NULL,NULL,"326"
 "RP185","Ursula","Trivilian","Ursula Francis",NULL,"1678 29 Sep","48",NULL,"N",NULL,NULL,NULL,"326"
 "RP186","Alice","Trotter","Mary Christina",NULL,"1773 20 May","65",NULL,"N",NULL,NULL,NULL,"326"
 "RP187","Eleanora","Tucker","Lucy of St Bruno",NULL,"1680 25 Oct","18",NULL,"N",NULL,NULL,NULL,"326"
 "RP188","Clare","Tuite","Clare Ludovic",NULL,NULL,NULL,NULL,"N","Professed in Ireland.","no bapt",NULL,"682"
 "RP189","Mary","Upton","Mary Peter",NULL,"1823 2 Jun","79",NULL,"N",NULL,NULL,NULL,"1060"
 "RP190","Catherine","Vavasour","Mary Catherine","1712","1738 30 Dec","26",NULL,"N",NULL,NULL,NULL,"326"
 "RP191","Margaret","Vavasour","Margaret Teresa","1710","1779 10 Jul","69",NULL,"N",NULL,NULL,NULL,"326"
 "RP192","Terry","Vavasour","Gertrude Clare","1719","1785 4 Nov","70",NULL,"N",NULL,NULL,NULL,"326"
 "RP193","Catherine","Weston","Catherine Joseph",NULL,"1688 5 Oct","52",NULL,"Y",NULL,NULL,NULL,"326"
 "RP194","Elizabeth","Weston","Mary Clare",NULL,"1713 13 Jun","76",NULL,"Y",NULL,NULL,NULL,"326"
 "RP195","Frances","Weston","Frances Collet",NULL,"1693 20 Jan","59",NULL,"Y",NULL,NULL,NULL,"326"
 "RP196","Jane","White","Mary Anthony",NULL,"1812 10 Apr","83",NULL,"N",NULL,NULL,NULL,"1060"
 "RP197","Barbara","Whittle","Barbara Francis",NULL,"1810 1 Apr","80",NULL,"N",NULL,NULL,NULL,"1060"
 "RP198","Isabel","Wilbe","Mary Magdalen",NULL,"1693 15 Jan","47",NULL,"N",NULL,NULL,NULL,"326"
 "RP199","Mary","Wilbraham","Mary Clare",NULL,"1743 2 Jan","51",NULL,"N",NULL,NULL,NULL,"326"
 "RP200","Brigit","Williams","Mary Winefrid",NULL,"1795 15 Jul","70",NULL,"N","She died in Revolutionary prison",NULL,NULL,NULL
 "RP201","Frances","Willis","Frances Joseph",NULL,"1778 27 Oct","56",NULL,"N",NULL,NULL,"754","326"
 "RP202","Mary","Wilson","Mary Helen",NULL,"1822 11 Jul","64",NULL,"N",NULL,NULL,NULL,"1060"
 "RP203","Margaret","Winkley","Mary Bernard",NULL,"1833 5 Nov","76",NULL,"N",NULL,NULL,NULL,"1060"
 "RP204","Dorothy","Winn","Dorothy of St Michael",NULL,"1737 9 Jan","53",NULL,"N",NULL,NULL,"1062","326"
 "RP205","Elizabeth","Wiseman","Elizabeth Francis",NULL,"1716 21 Apr","48",NULL,"N",NULL,NULL,NULL,"326"
 "RP206","Helen","Wiseman","Clare Marianna",NULL,"1687 10 Apr","20",NULL,"N",NULL,NULL,NULL,"326"
 "RP207","Anne","Witty","Anne Felix",NULL,"1754 20 Aug","67",NULL,"N",NULL,NULL,NULL,"326"
 "RP208","Anne","Wood","Anne Collet",NULL,"1668 29 Oct","50",NULL,"N",NULL,NULL,NULL,"326"
 "RP210","Elizabeth","Yates","Magdalen Clare",NULL,"1744 15 May","75",NULL,"N",NULL,NULL,NULL,"326"
 "RP211","Anne","Yaxley","Anne of the Nativity",NULL,"1685 13 Jan","58",NULL,"N",NULL,NULL,NULL,"326"
 "PA001","Letitia","Allanson","Ann Teresa","1693","1772 1 Apr","79",NULL,"N",NULL,NULL,NULL,"1436"
 "PA002","Elizabeth","Anderton","Elizabeth","1641","1736 2 Apr","95",NULL,"N",NULL,NULL,NULL,"1436"
 "PA003","Ann","Ashley","Ann","1617","1657 11 Jul","40",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA004","Margaret","Aston","Margaret Joseph","1713","1769 31 Oct","56",NULL,"N",NULL,NULL,NULL,"1436"
 "PA005","Elizabeth","Bachelier","Elizabeth","1618","1667 22 Jan","49","French","N",NULL,"no bapt",NULL,"1436"
 "PA006","Winifride","Banbridge","Winefride","1676","1728 18 Aug","52",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA007","Ann","Bartlett","Ann","1628","1669 19 Dec","41",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA008","Ann","Bass","Ann Appolonia","1650","1730 27 Oct","80",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA009","Grace","Beaumont","Grace Austin","1697","1760 26 Jan","63",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA010","Teresa","Beeston","Ann Austin","1745","1836 18 Oct","91",NULL,"N",NULL,NULL,"190","1436"
 "PA011","Elizabeth","Betts"," Mectilda","1661","1682 18 Oct","21",NULL,NULL,NULL,NULL,NULL,"1436"
 "PA012","Ann","Biddulph","Ann","1623","1667 7 Aug","44",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA013","Ann","Biddulph","Ann","1651","1709 19 Jan","58",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA014","Mabella","Bishop","Mary Austin","1724","1765 21 Jul","41",NULL,"N",NULL,NULL,NULL,"1436"
 "PA015","Elizabeth","Bishop","Mary Alipia","1762","1819 23 Apr","57",NULL,"N",NULL,NULL,"939","1436"
 "PA016","Frances ","Bishop","Mary Austin","1753",NULL,NULL,NULL,"N",NULL,NULL,"939",NULL
 "PA017","Mary ","Blount","Mary Joseph","1731","1758 21 Oct","58",NULL,"N",NULL,NULL,"431","1436"
 "PA018","Cecily","Blount","Cecily","1626","1642 12 Mar","16",NULL,"N",NULL,"no bapt","1366","1436"
 "PA019","Mary","Blount","Mary","1626","1684 13 Dec","58",NULL,"N",NULL,"no bapt","1366","1436"
 "PA020","Jane","Blount","Jane",NULL,NULL,NULL,NULL,"N",NULL,"no bapt","1366",NULL
 "PA021","Bridget","Blundell","Bridget","1697","1781 12 Nov","84",NULL,"N",NULL,NULL,NULL,"1436"
 "PA022","Bridget","Booth","Bridget","1654","1709 22 Feb","55",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA023","Maria","Bowens","Maria Barbara Ambrosia","1703","1769 10 Sep","66",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA025","Ursula","Brathwait","Ursula","1654","1709 19 Jan","55",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA026","Elizabeth","Bromich","Elizabeth","1648","1714 5 Dec","66",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA027","Lucy","Brooke","Lucy","1623","1709 15 Jun","86",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA028","Elizabeth","Browne","Elizabeth","1631","1691 21 Dec","60",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA029","Winefride","Browne","Winefride","1629","1695 4 Oct","66",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA030","Ann","Bullen","Martha","1677","1735 11 Mar","58",NULL,"N",NULL,NULL,"1423","1436"
 "PA031","Donalda","Cameron"," Anne Joseph","1749","1788 25 Jan","39","Scottish","N",NULL,NULL,NULL,"1436"
 "PA032","Anne","Canning","Anne Mary","1749","1820 9 Mar","71",NULL,"N",NULL,"no bapt","939","1436"
 "PA033","Teresa","Carter","Teresa","1696","1772 19 Aug","76",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA034","Catherine","Clarkson","Catherine","1654","1729 15 Jun","75",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA035","Dorothy","Clifton","Dorothy","1620","1697 8 Sep","77",NULL,"N",NULL,"no bapt","1423","1436"
 "PA036","Dorothy","Cobbe","Dorothy Augustina","1647","1732 29 Jun","85",NULL,"N",NULL,NULL,NULL,"1436"
 "PA037","Elizabeth","Cobbe","Elizabeth Ursula","1637","1687 12 Jul","50",NULL,"N",NULL,NULL,NULL,"1436"
 "PA038","Dorothy","Conquest","Dorothy Genovefa","1674","1753 16 Dec","79",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA039","Mary","Conquest","Mary Elizabeth","1671","1755 1 Aug","84",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA040","Mary","Cooper","Mary Winefred","1719","1779 30 Jan","60",NULL,"N",NULL,"no bapt","1423","1436"
 "PA041","Mary","Copeland","Mary Ann Elizabeth","1722","1788 2 Mar","66",NULL,"N",NULL,"no bapt","1423","1436"
 "PA042","Marianne","Coperthwaite","Marianne Theresa","1649","1731 14 Dec","82",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA043","Margaret","Bury, de","Margaret","1600","1662 27 Dec","62","local","N",NULL,"no bapt","624","1436"
 "PA044","Catherine","Charnbre, de la","Catherine","1645","1700 8 May","55","French","N",NULL,"no bapt",NULL,"1436"
 "PA045","Ann Edward","Diconson","Barbara",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PA046","Margaret","Dormer","Margaret","1620","1641 4 Sep","21",NULL,"N",NULL,"no bapt","1356","1436"
 "PA047","Catherine","Edmunds","Catherine","1752","1800 6 Dec","48",NULL,"N",NULL,"no bapt","431","1436"
 "PA048","Frances","Elston","Frances","1638","1662 16 Dec","24",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA049","Alice","Englefield","Alicia Elizabeth","1673","1744 5 Mar","74",NULL,"N",NULL,NULL,NULL,"1436"
 "PA050","Helen","Englefield","Helen Mary","1672","1724 4 Jun","52",NULL,"N",NULL,NULL,NULL,"1436"
 "PA051","Charlotte","Eure","Charlotte Augustine",NULL,NULL,NULL,NULL,"N",NULL,"no bapt",NULL,NULL
 "PA052","Dorothy","Eyre","Pulcheria Dorothy","1631","1701 28 Apr","70",NULL,"N",NULL,NULL,"629","1436"
 "PA053","Mary","Fairchild","Mary Magdalen","1680","1746 18 May","66",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA054","Helen","Fairfax","Helen Sophia","1654","1728 24 Dec","74",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA055","Mary","Fenwick","Mary","1664","1694 Dec 29","30",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA056","Thomasin","Fenwick","Thomasin","1663","1689 1 Aug","26",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA057","Frances ","Fermor","Mary Agnes","1718","1794 9 Mar","76",NULL,"N",NULL,NULL,"1366","1436"
 "PA058","Helen ","Finchet","Mary Monica","1765","1847 29 Jan","82",NULL,"N",NULL,NULL,"1423","1436"
 "PA059","Mary ","Fitzherbert","Mary Bernard","1744","1807 13 Feb","63",NULL,"N",NULL,NULL,NULL,"1436"
 "PA060","Elizabeth","Floyd","Ann Winefride","1658","1720 20 Nov","62",NULL,"N",NULL,NULL,NULL,"1436"
 "PA061","Mary","Fullwood","Barbara",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PA062","Mary","Gage","Mary Augustina","1659","1718 18 Sep","59",NULL,"N",NULL,"no bapt","531","1436"
 "PA063","Mary","Gildon","Mary Monica","1613","1690 22 Apr","77",NULL,"Y",NULL,"no bapt","190","1436"
 "PA064","Jane","Glascock","Jane/Joanna","1611","1683 15 Sep","72",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA065","Agnes","Gradell","Agnes","1602","1678 4 Feb","76",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA066","Elizabeth","Gradell","Elizabeth Austin","1651","1710 1 Feb","59",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA067","Susan","Gradell","Susan","1624","1692 11 May","68",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA068","Agnes","Green","Agnes","1623","1690 14 May","67",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA069","Catherine","Green","Catherine","1622","1650 9 Mar","28",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA070","Dorell","Gregson","Mary","1668","1753 15 Nov","85",NULL,"N",NULL,NULL,NULL,"1436"
 "PA071","Anne","Guilman","Anne","1601","1681 4 May","80","Dutch","N",NULL,"no bapt",NULL,"1436"
 "PA072","Dorothy","Hacon","Dorothy","1653","1715 17 Oct","62",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA073","Frances ","Hailes","Teresa","1758","1835 17 Mar","77",NULL,"N",NULL,NULL,"431","1436"
 "PA074","Anna","Hales","Anna Justina","1673","1720 24 Mar","47",NULL,"Y",NULL,NULL,NULL,"1436"
 "PA075","Jeanne","Hall","Mary Joanna/Jane","1679","1768 11 Mar","89",NULL,"N",NULL,NULL,NULL,"1436"
 "PA076","Winifred","Heneage","Winifred Frances","1664","1719 27 Feb","55",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA077","Mary ","Hills",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1489",NULL
 "PA078","Elizabeth","Hornyold","Elizabeth Ursula","1634","1653 28 Jan","19",NULL,"N",NULL,NULL,NULL,"1436"
 "PA079","Frances","Hornyold","Frances","1639","1666 15 Dec","27",NULL,"N",NULL,NULL,NULL,"1436"
 "PA080","Helen","Hornyold","Helen","1637","1709 17 Feb","72",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA081","Margaret","Hornyold","Margaret/Mary Elizabeth","1634","1704 4 June","70",NULL,"N",NULL,NULL,"457","1436"
 "PA082","Mary","Hornyold","Mary","1630","1689 30 Jan","59",NULL,"N",NULL,NULL,NULL,"1436"
 "PA083","Alatheia","Howard"," Paulina","1637","1684 14 Jan","46",NULL,"N",NULL,NULL,NULL,"1436"
 "PA084","Alatheia","Howard","Alatheia Teresa",NULL,"1709 6 Oct","72",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA085","Elizabeth","Howard","Elizabeth","1662","1707 2 Mar","45",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA086","Margaret","Howard","Margaret","1661","1742 4 Jul","81",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA087","Mary","Howard","Mary","1634","1709 5 Jan","75",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA088","Mary","Hunt","Mary Aurelia","1679","1763 24 Mar","84",NULL,"N",NULL,"no bapt","773","1436"
 "PA089","Elizabeth","Ireland","Elizabeth Perpetua","1626","1682 3 Mar","56",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA090","Catherine","Janion","Catharine Monica","1642","1712 15 Apr","70",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA091","Joanna","Jones","Joanna/Jane","1638","1671 25 Jul","33",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA092","Winifred","Jones","Winifred","1630","1685 11 Jan","55",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA093","Jane","Keightly","Mary Jane Alexius","1698","1743 22 Feb","65",NULL,"N",NULL,NULL,NULL,"1436"
 "PA094","Ann","Kerley","Agnes","1651","1706 13 Feb","55",NULL,"N",NULL,NULL,NULL,"1436"
 "PA095","Catherine","Kinne","Catherine","1620","1638 30 Sep","18",NULL,"N",NULL,"no bapt","920","1436"
 "PA096","Katherine","Kinne","Ann Clare","1631","1701 28 Mar","70",NULL,"N",NULL,NULL,NULL,"1436"
 "PA097","Catherine","Knype","Catherine","1670","1740 25 May","70",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA098","Maria","Knype","Maria","1669","1743 1 Jun","74",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA099","Adelaide","Lancaster"," Mary Joseph","1748","1793 26 Mar","45",NULL,"N",NULL,NULL,"1423","1436"
 "PA100","Frances ","Lancaster","Frances Louisa","1733","1808 22 May","75",NULL,"N",NULL,NULL,"1423","1436"
 "PA101","Winefred","Lancaster",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PA102","Catherine","Lawson","Catherine","1654","1677 25 Dec","23",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA103","Sara","Latham","Sara Mary",NULL,NULL,NULL,NULL,"N",NULL,"no bapt","1423",NULL
 "PA104","Ann","Lendesay","Ann Teresa","1633","1667 10 May","34","Scottish","N",NULL,"no bapt",NULL,"1436"
 "PA105","Frances","Letchmer","Frances Thecla","1626","1706 22 Apr","80",NULL,"N",NULL,"no bapt",NULL,"1436"
 "PA106","Anne","Leyburne","Anne Winefride","1661","1705 3 Nov","44",NULL,"N",NULL,"no bapt","440","1436"
