"uid","relationship","pid"
 "MW038","1","1786"
 "GP167","17","3733"
 "BB027","1","1920"
 "CB034","1","2305"
 "CB034","17","216"
 "CB035","1","2305"
 "CB035","17","216"
 "BB036","1","2305"
 "BB037","1","2305"
 "BA219","1","3968"
 "LS248","17","318"
 "BA172","1","3944"
 "GB137","3","1433"
 "RP212","17","3485"
 "RP212","1","2229"
 "RP121","1","1036"
 "LA042","1","1414"
 "HC031","1","2416"
 "HC031","17","1734"
 "AP094","1","604"
 "AP094","17","3479"
 "PB036","1","1177"
 "HC002","17","2714"
 "HC003","1","1305"
 "HC003","17","1577"
 "HC005","1","1008"
 "HC005","17","1093"
 "PA187","17","4053"
 "HC008","17","278"
 "HC009","1","2875"
 "HC009","17","410"
 "HC010","1","859"
 "HC011","1","1260"
 "HC011","17","326"
 "HC012","1","1260"
 "HC012","17","326"
 "HC013","1","1323"
 "HC013","17","220"
 "HC018","1","1409"
 "HC018","17","239"
 "HC019","1","1407"
 "HC019","17","1814"
 "HC022","1","721"
 "HC022","17","3426"
 "HC025","1","2304"
 "HC025","17","3429"
 "MW086","1","3982"
 "HC032","17","2031"
 "HC034","1","658"
 "HC034","17","2037"
 "HC039","17","1118"
 "HC040","17","1831"
 "HC042","17","2208"
 "HC044","1","2578"
 "HC047","1","2485"
 "HC047","17","2185"
 "HC048","1","1280"
 "HC048","17","2029"
 "HC049","1","2645"
 "HC049","17","372"
 "HC050","1","1370"
 "HC050","17","270"
 "HC051","1","844"
 "HC051","17","979"
 "HC052","1","612"
 "HC054","17","375"
 "HC055","1","2553"
 "HC055","17","1651"
 "HC056","1","1324"
 "HC056","17","2101"
 "HC057","1","1668"
 "HC057","17","1842"
 "HC061","1","969"
 "HC061","17","310"
 "HC062","1","700"
 "HC066","17","3324"
 "HC068","1","906"
 "GB229","1","4055"
 "HC069","1","1066"
 "HC070","1","1066"
 "HC072","1","1279"
 "HC072","17","1763"
 "HC073","1","1292"
 "HC073","17","361"
 "BA236","17","3087"
 "LA141","1","2298"
 "LA141","17","3696"
 "LA143","1","2298"
 "LA143","17","3696"
 "LA162","17","2955"
 "LS248","1","2883"
 "CB083","17","3440"
 "CB083","1","1177"
 "GB026","1","2885"
 "BD010","18","1810"
 "PB009","22","65"
 "PB009","20","3401"
 "BB132","1","2253"
 "BB133","1","2253"
 "BB101","1","1272"
 "BB102","1","1272"
 "LS013","21","22"
 "LS024","18","341"
 "LA268","1","2235"
 "LA268","1","2114"
 "LA259","1","2235"
 "LA259","17","2114"
 "LS068","18","223"
 "BB108","1","1278"
 "DB003","17","3382"
 "DB003","1","2292"
 "DB002","17","3382"
 "DB002","1","2292"
 "BF158","20","3468"
 "BF158","1","474"
 "BF158","17","1124"
 "YB051","1","2172"
 "YB051","17","262"
 "LS139","18","257"
 "BA126","20","66"
 "LS156","21","170"
 "LS156","4","138"
 "LA128","17","1830"
 "DP083","17","3870"
 "DP083","1","1480"
 "DP081","17","3870"
 "DP081","1","1480"
 "GP062","1","1019"
 "GP061","1","2779"
 "GP061","17","1019"
 "PA112","1","4018"
 "LA240","17","3740"
 "LB085","15","446"
 "LB039","15","446"
 "LB077","17","3239"
 "PA146","4","4026"
 "LB007","17","1808"
 "GB050","18","3798"
 "DP055","17","1821"
 "DP055","1","1410"
 "DP054","17","1821"
 "DP054","1","1410"
 "PA203","17","4169"
 "PC116","17","4160"
 "BF281","1","4156"
 "AC126","1","4077"
 "PC132","1","4159"
 "PC132","17","4158"
 "AP128","17","203"
 "PA132","17","2081"
 "PA132","1","2562"
 "BA163","1","2816"
 "PA198","20","64"
 "GP033","1","2575"
 "PA173","17","314"
 "PA174","17","314"
 "MW097","1","1221"
 "PA110","17","242"
 "PA164","17","1154"
 "PA164","18","2022"
 "BF118","18","2025"
 "BF021","18","4145"
 "LA158","1","2226"
 "BB180","1","3882"
 "AP078","1","3883"
 "BB108","17","4085"
 "PA162","17","3886"
 "PA162","1","3887"
 "PT001","1","3895"
 "PT001","17","3894"
 "PT002","17","3896"
 "PT003","17","3897"
 "PT003","1","3898"
 "PT004","17","3899"
 "LA200","17","4101"
 "PT011","17","3912"
 "PT005","1","3902"
 "PT006","17","3903"
 "PT007","17","3904"
 "PT007","1","3905"
 "PT008","17","3906"
 "PT008","1","3907"
 "PT009","17","3908"
 "PA049","1","483"
 "RP161","1","569"
 "PT009","1","3909"
 "PT005","17","3901"
 "PA078","17","3919"
 "PA078","1","3918"
 "PA079","17","3919"
 "PA079","1","3918"
 "PA081","17","3919"
 "PA081","1","3918"
 "PA082","17","3919"
 "PA082","1","3918"
 "RP100","17","3921"
 "RP100","1","3922"
 "MW081","17","3923"
 "MW099","17","3924"
 
