"uid","relationship","pid"
 "BF088","1","1347"
 "BF088","17","3432"
 "LA309","1","4126"
 "BF087","17","3215"
 "BF086","1","1347"
 "BF086","17","3432"
 "BF085","1","2600"
 "BF085","17","3431"
 "BF084","1","628"
 "BF084","17","756"
 "BF083","1","1889"
 "BF083","17","1514"
 "BF082","1","829"
 "BF082","17","1725"
 "BF081","1","2278"
 "BF081","17","3210"
 "BF080","1","2278"
 "BF080","17","3210"
 "BF079","1","2278"
 "BF079","17","3210"
 "BF078","1","2688"
 "BF078","17","3209"
 "BF077","1","3553"
 "BF077","17","950"
 "BF076","1","3553"
 "BF076","17","950"
 "BF075","1","3553"
 "BF075","17","950"
 "BF074","1","3553"
 "BF074","17","950"
 "BF073","1","1231"
 "BF073","17","1817"
 "BF072","17","3205"
 "BF071","17","3205"
 "BF070","1","862"
 "BF070","17","1722"
 "BF089","18","3288"
 "BF069","1","3547"
 "BF069","17","3694"
 "BF068","1","862"
 "BF068","17","1722"
 "BF067","1","1173"
 "BF067","17","1720"
 "BF066","1","2669"
 "BF066","17","2933"
 "BF065","1","2606"
 "BF065","17","2870"
 "BF064","1","2431"
 "BF064","17","3021"
 "BF063","1","1247"
 "BF063","17","3627"
 "BF062","1","2614"
 "BF062","17","949"
 "BF061","1","2431"
 "BF061","17","3021"
 "BF060","1","1247"
 "BF060","17","3627"
 "BF059","1","2444"
 "BF059","17","3630"
 "BF058","1","2431"
 "GP114","30","4040"
 "BF057","1","2444"
 "BF057","17","3630"
 "BF056","1","1180"
 "BF056","17","3805"
 "BF055","1","855"
 "BF055","17","2739"
 "BF054","1","855"
 "BF054","17","2739"
 "BF053","1","855"
 "BF053","17","2739"
 "BF052","1","2326"
 "BF052","17","1716"
 "BF050","1","3099"
 "BF050","17","948"
 "BF049","1","755"
 "BF049","17","785"
 "BF048","1","549"
 "BF048","17","2717"
 "BF047","1","1925"
 "BF047","17","3184"
 "BF045","1","1799"
 "BF045","17","1509"
 "BF044","1","777"
 "BF044","17","450"
 "BF043","1","3097"
 "BF043","17","2928"
 "BF041","1","2622"
 "BF041","17","947"
 "AC139","1","2410"
 "AC139","17","3181"
 "BF038","1","1471"
 "BF038","17","1098"
 "BF037","1","553"
 "BF037","17","3011"
 "BF036","1","2320"
 "BF036","17","1507"
 "BF035","1","536"
 "BF035","17","1969"
 "BF034","1","1172"
 "BF034","17","3711"
 "BF235","17","4002"
 "LS025","1","3997"
 "BF032","1","2356"
 "BF032","17","1965"
 "BF030","1","3131"
 "BF030","17","3402"
 "BF029","1","2327"
 "BF029","17","2921"
 "BF028","1","689"
 "BF028","17","1962"
 "BF027","1","1469"
 "BF027","17","2919"
 "BF026","1","738"
 "BF026","17","972"
 "BF024","1","2352"
 "BF024","17","3391"
 "BF023","1","2545"
 "BF023","17","945"
 "BF022","1","938"
 "BF022","17","3001"
 "BF021","1","743"
 "BF021","17","1706"
 "BF020","1","548"
 "BF020","17","1952"
 "BF019","1","3346"
 "BF019","17","944"
 "BF018","1","3540"
 "BF018","17","2749"
 "BF017","1","476"
 "BF017","17","1951"
 "BF016","1","1350"
 "BF016","17","1911"
 "BF015","1","706"
 "BF015","17","943"
 "BF014","1","605"
 "BF014","17","1806"
 "BF012","1","527"
 "BF012","17","1575"
 "BF011","1","1675"
 "BF011","17","1948"
 "BF010","1","1675"
 "BF010","17","1948"
 "BF009","1","588"
 "BF009","17","1802"
 "BF008","1","1675"
 "BF008","17","1948"
 "BF007","1","1675"
 "BF007","17","1948"
 "BF006","1","624"
 "BF006","17","3383"
 "BF005","1","3147"
 "BF004","17","3932"
 "BF004","1","3933"
 "BF003","1","754"
 "BF003","17","3380"
 "BF002","1","754"
 "BF002","17","3380"
 "BF001","1","1391"
 "BF001","17","378"
 "BF211","1","1656"
 "BF212","17","2095"
 "BF212","1","3350"
 "BF214","17","1140"
 "BF214","1","1441"
 "BF215","17","3496"
 "BF215","1","1346"
 "BF216","17","3043"
 "BF216","1","676"
 "BF217","17","3043"
 "BF217","1","676"
 "BF218","17","3043"
 "BF218","1","676"
 "BF219","17","3721"
 "BF219","1","155"
 "BF221","17","3287"
 "BF221","1","2507"
 "BF222","17","769"
 "BF222","1","1300"
 "BF223","17","2163"
 "BF223","1","539"
 "CB176","1","4115"
 "BF224","1","3537"
 "BF225","17","3290"
 "BF225","1","2224"
 "BF226","17","2857"
 "BF226","1","2479"
 "BF227","17","1615"
 "BF227","1","2491"
 "BF228","17","1615"
 "BF228","1","2491"
 "BF229","17","2858"
 "BF230","17","1662"
 "BF230","1","677"
 "BF231","17","2720"
 "BF231","1","1694"
 "BF232","17","1618"
 "BF232","1","2475"
 "BF233","17","2164"
 "BF233","1","2274"
 "BF234","17","2978"
 "BF234","1","2271"
 "GP265","17","4003"
 "BF235","1","3129"
 "BF236","17","3046"
 "BF236","1","1028"
 "BF237","17","3508"
 "BF237","1","1460"
 "BF238","17","3508"
 "BF238","1","1460"
 "BF239","17","3858"
 "AC047","1","4056"
 "BF240","17","3858"
 "BF239","1","4055"
 "BF241","17","2707"
 "BF241","1","1437"
 "BF242","17","4129"
 "BF242","1","514"
 "BF243","17","2698"
 "BF243","1","543"
 "BF245","17","3514"
 "BF245","1","885"
 "BF246","17","3514"
 "BF246","1","885"
 "BF248","17","3645"
 "BF248","1","1787"
 "BF249","17","2123"
 "BF249","1","2422"
 "BF250","17","3850"
 "BF250","1","3355"
 "BF251","17","3517"
 "BF251","1","673"
 "BF252","17","3518"
 "BF252","1","1068"
 "BF253","17","3314"
 "BF253","1","1443"
 "BF255","17","3316"
 "BF255","1","742"
 "BF256","17","2859"
 "BF256","1","456"
 "BF257","17","2859"
 "BF257","1","456"
 "BF258","17","2126"
 "BF258","1","2621"
 "BF259","17","2127"
 "BF259","1","847"
 "BF260","17","2127"
 "BF260","1","847"
 "BF261","17","3089"
 "BF261","1","693"
 "BF262","17","1631"
 "BF262","1","2476"
 "BF263","17","3318"
 "BF263","1","2566"
 "BF264","17","2840"
 "BF264","1","1895"
 "BF265","17","2991"
 "BF265","1","2293"
 "BF266","17","2840"
 "BF266","1","1895"
 "BF267","17","3327"
 "BF267","1","2323"
 "BF268","17","2136"
 "DB016","17","4063"
 "BF269","17","3077"
 "BF269","1","858"
 "BF271","17","2138"
 "BF271","1","2644"
 "BF272","17","774"
 "BF272","1","1439"
 "BF273","17","774"
 "BF273","1","1439"
 "BF274","17","774"
 "BF274","1","1439"
 "BF275","17","3052"
 "BF275","1","1031"
 "BF276","17","3533"
 "BF276","1","666"
 "BF277","17","3334"
 "BF277","1","1672"
 "BF278","17","3334"
 "BF278","1","692"
 "BF279","17","3340"
 "BF279","1","2653"
 "GP003","17","3160"
 "GP003","1","1053"
 "GP004","17","3160"
 "GP004","1","1053"
 "GP005","17","3160"
 "GP005","1","1053"
 "GP006","17","3160"
 "GP006","1","1053"
 "GP008","17","3053"
 "GP008","1","713"
 "GP009","17","3053"
 "GP009","1","713"
 "GP010","17","3053"
 "GP010","1","713"
 "GP011","17","1768"
 "GP011","1","929"
 "GP012","17","3053"
 "GP012","1","713"
 "GP013","17","1576"
 "GP013","1","2267"
 "GP014","17","2377"
 "GP014","1","1353"
 "GP016","17","1704"
 "GP016","1","2179"
 "GP017","17","3054"
 "GP017","1","1286"
 "GP019","17","1081"
 "GP019","1","608"
 "GP020","17","1081"
 "GP020","1","608"
 "GP021","17","757"
 "GP021","1","2241"
 "GP022","17","1094"
 "GP022","1","647"
 "GP026","17","1501"
 "GP026","1","2197"
 "GP027","17","1501"
 "GP027","1","2197"
 "GP032","17","3389"
 "GP032","1","1174"
 "GP036","1","644"
 "GP037","17","2723"
 "GP037","1","1853"
 "GP038","1","2500"
 "GP039","17","2723"
 "GP039","1","1853"
 "GB022","17","4033"
 "GP040","1","2500"
 "LS189","17","3497"
 "GP041","1","644"
 "RP020","17","4010"
 "GP042","1","2500"
 "GP044","17","2920"
 "GP045","17","3055"
 "GP045","1","586"
 "GP046","17","1809"
 "GP046","1","685"
 "GP047","17","3055"
 "GP047","1","586"
 "GP048","17","3055"
 "GP048","1","586"
 "GP049","17","3006"
 "GP049","1","2572"
 "GP050","17","1968"
 "GP050","1","710"
 "GP051","17","3729"
 "GP051","1","614"
 "GP052","17","3729"
 "GP052","1","614"
 "GP054","17","3006"
 "GP054","1","2572"
 "GP055","17","3781"
 "GP059","17","1709"
 "GP059","1","1306"
 "GP062","1","2779"
 "GP071","17","3193"
 "GP071","1","648"
 "GP072","17","3190"
 "GP072","1","1170"
 "GP073","17","1009"
 "GP073","1","1077"
 "GP074","17","2759"
 "GP075","17","1645"
 "GP075","1","1062"
 "GP076","17","3193"
 "GP076","1","648"
 "GP077","17","3193"
 "GP077","1","648"
 "GP078","17","3190"
 "GP078","1","1170"
 "GP079","17","1009"
 "GP079","1","1077"
 "GP081","17","3193"
 "GP081","1","648"
 "GP082","17","1813"
 "GP082","1","602"
 "GP083","17","1010"
 "GP084","17","3016"
 "PA193","17","3941"
 "GP085","17","3056"
 "DB044","1","3937"
 "GP087","17","3420"
 "GP087","1","2599"
 "GP090","17","1513"
 "GP090","1","2676"
 "GP091","17","1994"
 "GP091","1","2514"
 "GP092","17","1994"
 "GP092","1","2514"
 "GP095","17","3198"
 "GP095","1","601"
 "GP096","17","3198"
 "GP096","1","601"
 "GP098","17","3200"
 "GP100","17","3822"
 "GP100","1","1185"
 "GP101","17","3822"
 "GP101","1","1185"
 "GP103","17","466"
 "GP103","1","1406"
 "GP114","17","812"
 "GP114","1","2495"
 "GP119","17","3217"
 "GP129","17","3866"
 "GP129","1","2466"
 "GP130","17","3865"
 "GP130","1","696"
 "GP131","17","3866"
 "GP131","1","2466"
 "GP132","17","3865"
 "GP132","1","696"
 "GP133","17","3835"
 "GP133","1","1466"
 "GP134","17","3866"
 "GP134","1","2466"
 "GP135","17","3226"
 "GP135","1","606"
 "GP136","17","2847"
 "GP136","1","1453"
 "GP137","17","2847"
 "GP137","1","1453"
 "GP138","17","2016"
 "GP138","1","900"
 "GP139","17","2847"
 "GP139","1","1453"
 "GP140","17","2847"
 "GP140","1","1453"
 "GP142","17","2017"
 "GP143","17","3231"
 "GP143","1","2282"
 "GP144","17","1516"
 "GP144","1","1274"
 "GP146","17","3650"
 "GP146","1","1336"
 "GP147","17","1113"
 "GP147","1","1447"
 "GP148","17","2022"
 "GP148","1","1072"
 "GP149","17","3242"
 "GP149","1","1281"
 "GP155","17","2896"
 "GP155","1","2549"
 "GP156","17","2896"
 "GP159","17","2784"
 "GP160","17","3248"
 "GP161","17","3452"
 "LB085","1","3955"
 "GP163","17","2038"
 "GP163","1","2465"
 "GP164","17","993"
 "GP165","17","993"
 "GP169","17","2789"
 "GP170","17","2790"
 "GP172","17","3461"
 "GP172","1","2200"
 "GP173","17","2790"
 "GP176","17","1116"
 "GP177","17","1119"
 "GP177","1","1326"
 "GP179","17","3465"
 "GP179","1","661"
 "GP180","17","3258"
 "GP185","17","1525"
 "RP084","1","1494"
 "GP191","1","797"
 "GP193","17","1646"
 "GP194","17","2061"
 "GP194","1","2307"
 "GP195","17","2061"
 "GP195","1","2307"
 "GP196","17","2965"
 "GP196","1","1312"
 "GP202","17","2071"
 "GP202","1","1253"
 "GP208","17","2072"
 "GP208","1","599"
 "GP210","17","1130"
 "GP210","1","1373"
 "GP212","17","2080"
 "GP212","1","2820"
 "GP213","17","2908"
 "GP215","17","1531"
 "GP215","1","688"
 "GP217","17","2162"
 "GP217","1","870"
 "GP218","17","2162"
 "GP218","1","870"
 "GP219","17","2162"
 "GP219","1","870"
 "GP222","17","2719"
 "GP222","1","2910"
 "GP223","17","3038"
 "GP223","1","482"
 "GP224","17","3038"
 "GP224","1","482"
 "GP230","17","3707"
 "GP230","1","1780"
 "GP231","17","3707"
 "GP231","1","1780"
 "GP232","17","3707"
 "GP232","1","1780"
 "GP233","17","3707"
 "GP233","1","1780"
 "GP240","17","3809"
 "GP240","1","2652"
 "GP241","17","3809"
 "GP241","1","2652"
 "GP246","17","1776"
 "GP246","1","1863"
 "GP249","17","2099"
 "GP249","1","1451"
 "GP250","17","2099"
 "GP250","1","1451"
 "GP252","17","3740"
 "LA240","1","4017"
 "GP253","17","3294"
 "GP253","1","2613"
 "GP255","17","3502"
 "GP255","1","1067"
 "GP256","17","3297"
 "GP256","1","1226"
 "GP260","17","2109"
 "GB021","17","4033"
 "GP267","17","3814"
 "GP267","1","164"
 "GP268","17","3509"
 "GP268","1","1187"
 "GP269","17","823"
 "GP269","1","1378"
 "GP270","17","3307"
 "GP270","1","1227"
 "GP274","17","2827"
 "GP277","17","1156"
 "GP279","17","3520"
 "GP279","1","1033"
 "PA210","17","3284"
 "GP283","17","961"
 "GP283","1","638"
 "GP284","17","2830"
 "BF107","1","4149"
 "GP285","1","2845"
 "LS239","17","4135"
 "GP286","1","830"
 "GP288","17","3325"
 "GP288","1","686"
 "GP289","17","3686"
 "GP289","1","878"
 "GP290","17","4137"
 "CB204","17","4137"
 "GP294","17","1165"
 "GP297","17","473"
 "GP298","17","3339"
 "GP298","1","1282"
 "GP299","17","3340"
 "GP299","1","2653"
 "GP300","17","3340"
 "GP300","1","2653"
 "LA233","17","3769"
 "LA233","1","1874"
 "BF006","18","4147"
 "GB121","17","2911"
 "LA215","1","1049"
 "GB058","1","3342"
 "LA272","20","9"
 "DP111","18","3047"
 "LS222","18","281"
 "PC053","17","4071"
 "BB014","1","1318"
 "LA024","17","1501"
 "LA024","1","2197"
 "BA094","18","3639"
 "GB016","1","3141"
 "AC023","18","2756"
 "BB151","1","1259"
 "BB080","1","2295"
 "BB127","1","1367"
 "LA113","1","2700"
 "BB082","1","2295"
 "LA201","17","1536"
 "LA201","1","2505"
 "GB052","19","3602"
 "LA069","1","1232"
 "LA069","17","1990"
 "LA013","18","3792"
 "BB094","1","691"
 "BB094","20","3579"
 "BB152","1","920"
 "PC044","17","4016"
 "GP086","17","1635"
 "BF039","1","3124"
 "BF039","17","796"
 "BB122","1","790"
 "GP037","25","3598"
 "GP037","25","3614"
 "GP041","20","3598"
 "GP041","20","3614"
 "GP036","20","3598"
 "GP036","20","3614"
 "GP038","21","3598"
 "GP038","21","3614"
 "BA204","17","4129"
 "GP038","17","4033"
 "GB151","1","4023"
 "DB030","1","4015"
 "LA142","17","3696"
 "LA144","1","4019"
 "LA294","5","92"
 "BB052","5","92"
 "BB051","5","92"
 "BB166","20","92"
 "GB208","21","92"
 "LA036","1","1411"
 "BB021","1","737"
 "BB022","1","737"
 "OB014","1","809"
 "GP080","17","3190"
 "GP080","1","1170"
 "GP013","23","2937"
 "GP022","20","3587"
 "GP022","20","98"
 "GP022","20","95"
 "GP044","20","3566"
 "GP045","20","3605"
 "GP046","20","3815"
 "GP302","17","1556"
 "GP049","20","96"
 "GP054","20","96"
 "GP055","20","87"
 "GP058","20","88"
 "GP058","21","82"
 "GP068","17","2757"
 "LC027","17","4076"
 "RP084","17","3674"
 "DB040","17","4068"
 "GP073","20","3583"
 "GP073","20","3615"
 "GP079","20","3583"
 "GP079","20","3615"
 "GP144","20","80"
 "PA204","17","4169"
 "GP083","20","101"
 "GP083","20","57"
 "GP047","20","97"
 "GP048","20","97"
 "GP150","21","3568"
 "GP150","21","3585"
 "GP150","23","2030"
 "BD037","21","32"
 "BD037","21","8"
 "BD038","21","32"
 "BD038","21","8"
 "BD040","21","32"
 "BD040","21","8"
 "BD041","5","32"
 "BA107","21","32"
 "BA107","21","8"
 "GB104","21","32"
 "GB104","21","8"
 "LA241","5","32"
 "LA241","23","7"
 "BD041","23","7"
 "GP177","20","68"
 "GP202","25","3625"
 "GP202","25","3562"
 "GP203","20","3567"
 "GP217","20","16"
 "GP223","20","91"
 "GP224","20","91"
 "GP260","1","2511"
 "GP260","20","3576"
 "CB189","1","4113"
 "GP277","20","3574"
 "CB030","20","83"
 "GP283","20","3623"
 "BB165","20","3591"
 "BB189","1","2195"
 "BB201","1","1493"
 "GB021","20","2152"
 "GB022","20","2152"
 "BA009","20","3604"
 "BA009","20","3613"
 "BA022","18","1614"
 "GP153","17","2949"
 "GB084","18","3227"
 "CB212","1","1029"
 "CB041","17","1946"
 "CB041","1","1176"
 "AP126","17","3770"
 "AP126","1","2184"
 "LB030","17","3642"
 "BD004","18","362"
 "BD017","5","89"
 "BD027","15","32"
 "BD044","4","433"
 "BD049","15","335"
 "BD060","18","63"
 "BB006","20","3565"
 "BA041","1","4039"
 "BB047","20","3602"
 "BB047","20","3559"
 "BB047","20","3608"
 "GB052","19","3608"
 "GB052","19","3559"
 "BB048","20","3602"
 "BB048","20","3608"
 "BB048","20","3559"
 "BF119","21","3579"
 "BB177","20","3573"
 "BB137","21","3610"
 "BB100","21","81"
 "BB128","23","12"
 "BB097","22","71"
 "BB107","22","103"
 "BB114","1","4088"
 "BB113","17","185"
 "BB113","1","147"
 "BB150","18","213"
 "GP301","17","1762"
 "GP301","1","1493"
 "LA003","21","33"
 "LA002","21","33"
 "LA318","34","33"
 "LA313","34","33"
 "LA229","1","1873"
 "BB065","1","633"
 "BB066","1","633"
 "GP136","21","108"
 "GP137","21","108"
 "GP139","21","108"
 "GP140","21","108"
 "BB065","21","108"
 "BB066","21","108"
 "BB077","20","3593"
 "BB077","20","3597"
 "BB077","21","3609"
 "BB077","21","3563"
 "BB076","20","3593"
 "BB076","20","3597"
 "BB076","21","3609"
 "BB076","21","3563"
 "LS077","20","3597"
 "LS077","21","3609"
 "LS077","21","3563"
 "LS076","20","3593"
 "LS076","20","3597"
 "LS076","21","3609"
 "LS076","21","3563"
 "BB063","25","3782"
 "BB165","1","639"
 "LS051","18","2007"
 "LA039","20","1020"
 "LA074","1","627"
 "LA074","17","3078"
 "LA085","1","1406"
 "LA073","20","3617"
 "LA072","20","3617"
 "BD046","1","3107"
 "LB029","17","3642"
 "LA103","20","3578"
 "LA103","25","3619"
 "LA104","20","3578"
 "LA104","25","3619"
 "AC139","18","1557"
 "LA209","25","1840"
 "LA208","25","1840"
 "LA198","1","1224"
 "LA198","23","3825"
 "LC031","20","3593"
 "LC031","20","3597"
 "LC031","21","3609"
 "LC031","21","3563"
 "LC032","20","3593"
 "LC032","20","3597"
 "LC032","21","3609"
 "LC032","21","3563"
 "LS197","35","3804"
 "BF047","18","2760"
 "LA296","23","2956"
 "BF248","18","3514"
 "LS232","17","4051"
 "LA306","17","3685"
 "LA306","1","968"
 "BA102","21","3588"
 "BA173","21","100"
 "BA197","1","1269"
 "BA197","17","3087"
 "BF089","1","999"
 "BF089","17","3213"
 "BF213","1","3350"
 "BF213","17","2095"
 "LA129","20","3612"
 "LA129","20","48"
 "rp104","17","4161"
 "LA317","21","107"
 "LA315","20","107"
 "LA311","20","107"
 "LA312","20","107"
 "BA145","20","3620"
 "GB207","20","3657"
 "LB044","1","3977"
 "LB032","17","2205"
 "BD020","12","108"
 "LB023","1","3978"
 "LB041","17","2761"
 "LB044","17","503"
 "LB038","17","2758"
 "LA004","17","3161"
 "BB124","1","3967"
 "LA106","25","14"
 "LA105","25","14"
 "LC037","20","14"
 "LC037","20","69"
 "LC037","20","67"
 "LA005","21","3657"
 "LA096","1","2609"
 "LA096","17","3669"
 "LA098","17","2010"
 "LA098","1","1676"
 "LA270","17","957"
 "LA270","1","3354"
 "RP002","17","1703"
 "RP009","1","2462"
 "RP009","17","3793"
 "RP011","17","2797"
 "GB062","1","712"
 "RP016","17","86"
 "RP016","1","1488"
 "RP017","17","86"
 "RP017","1","1488"
 "RP018","17","1959"
 "RP019","17","1959"
 "GP042","17","4033"
 "RP020","1","644"
 "RP023","17","1961"
 "RP023","1","1195"
 "RP024","17","4012"
 "RP024","1","644"
 "RP025","1","644"
 "OB128","18","2710"
 "RP034","17","3787"
 "RP047","17","3186"
 "RP047","1","1199"
 "RP049","17","1983"
 "RP049","1","1197"
 "RP054","17","1511"
 "RP054","1","871"
 "RP055","17","1511"
 "RP055","1","871"
 "RP056","17","1511"
 "RP056","1","871"
 "RP065","17","2864"
 "RP065","1","1862"
 "RP066","17","2935"
 "RP066","1","1907"
 "RP067","17","2935"
 "RP067","1","1907"
 "LA076","20","3624"
 "LA076","20","3603"
 "RP080","17","3440"
 "RP080","1","1177"
 "RP081","17","3440"
 "RP081","1","1177"
 "RP082","17","3674"
 "RP083","17","3674"
 "RP085","17","3633"
 "MW078","1","4080"
 "RP093","17","2032"
 "RP093","1","1669"
 "RP094","17","3246"
 "RP094","1","2306"
 "RP098","17","3030"
 "RP098","1","856"
 "RP099","17","1827"
 "RP099","1","660"
 "RP106","17","3253"
 "RP106","1","2605"
 "RP112","17","2052"
 "RP112","1","1299"
 "RP120","17","2962"
 "RP121","17","1665"
 "RP140","17","3485"
 "RP140","1","2229"
 "RP142","17","3485"
 "RP142","1","2229"
 "RP143","17","2084"
 "RP143","1","2665"
 "RP145","17","3279"
 "RP145","1","2658"
 "RP146","17","2970"
 "RP146","1","448"
 "RP161","21","509"
 "LS200","17","4142"
 "LS089","17","4124"
 "RP167","17","3044"
 "RP167","1","1905"
 "RP170","1","4117"
 "BA176","1","4118"
 "RP172","17","3296"
 "RP172","1","2721"
 "RP182","17","3709"
 "RP183","17","2116"
 "RP183","1","3092"
 "RP189","17","3515"
 "RP189","1","2569"
 "RP193","17","1909"
 "RP193","1","1479"
 "RP194","17","1909"
 "RP194","1","1479"
 "RP195","17","1909"
 "RP195","1","1479"
 "RP203","17","2737"
 "RP203","1","1063"
 "RP204","17","963"
 "RP204","1","894"
 "LA005","20","72"
 "PA002","17","971"
 "PA010","17","3167"
 "PA010","1","1463"
 "PA014","17","2919"
 "PA014","1","1469"
 "PA015","17","1503"
 "PA015","1","1317"
 "PA016","17","1503"
 "PA016","1","1317"
 "BB028","17","3992"
 "PA017","1","784"
 "PA018","17","3652"
 "PA018","1","1042"
 "PA019","17","3652"
 "PA019","1","1042"
 "PA020","17","3652"
 "PA020","1","1042"
 "PA028","17","3711"
 "PA028","1","1172"
 "PA029","17","3711"
 "PA029","1","1172"
 "PA031","17","1025"
 "PA031","1","611"
 "PA032","17","1508"
 "PA032","1","2596"
 "PA035","17","3664"
 "PA035","1","1070"
 "PA040","17","3015"
 "PA040","1","2527"
 "PA041","17","1715"
 "PA041","1","1778"
 "PA046","17","761"
 "PA046","1","2648"
 "PA047","17","494"
 "PA047","1","2523"
 "PA052","17","3067"
 "PA052","1","712"
 "PA057","17","1818"
 "PA200","1","4126"
 "PA058","17","1819"
 "PA058","1","2537"
 "PA059","17","3215"
 "BF087","1","4127"
 "PA203","1","4171"
 "PA061","1","532"
 "PA063","17","3026"
 "RP166","17","4121"
 "PA073","17","1824"
 "PA073","1","1474"
 "PA074","17","3674"
 "PA077","17","2156"
 "PA077","1","1287"
 "PA083","17","3868"
 "PA083","1","2633"
 "PA084","17","3868"
 "PA084","1","2633"
 "PA096","17","2051"
 "PA096","1","2198"
 "PA099","17","1524"
 "PA099","1","687"
 "PA100","17","1524"
 "PA100","1","687"
 "PA103","17","3034"
 "OB098","1","2384"
 "PA112","17","2853"
 "PA157","17","2729"
 "PA113","17","2900"
 "PA113","1","1078"
 "PA115","17","3473"
 "PA115","1","843"
 "PA116","17","3473"
 "PA116","1","843"
 "CB136","17","4092"
 "PA118","17","2066"
 "PA118","1","2767"
 "PA121","17","1838"
 "PA121","1","595"
 "PA126","17","1772"
 "PA126","1","2280"
 "PA129","17","3682"
 "PA207","17","169"
 "AP005","1","1781"
 "PA140","17","4110"
 "PA139","1","1258"
 "BA168","17","4111"
 "PA140","1","1258"
 "AP005","1","3384"
 "PA145","1","2483"
 "PA146","17","981"
 "PA147","1","4026"
 "PA147","17","981"
 "LS043","1","1242"
 "PA148","17","2824"
 "PA148","1","3098"
 "PA149","17","2100"
 "PA149","1","2438"
 "PA152","17","769"
 "PA152","1","1300"
 "PA156","17","2376"
 "PA156","1","2608"
 "LA243","17","2729"
 "PA157","1","3555"
 "PA159","17","2105"
 "PA159","1","596"
 "PA160","17","3300"
 "PA160","1","3549"
 "PA161","17","955"
 "PA161","1","2421"
 "PA165","17","3154"
 "PA165","1","2521"
 "PA167","17","2905"
 "PA167","1","458"
 "PA168","17","3709"
 "PA169","17","3812"
 "PA169","1","2687"
 "RP182","1","680"
 "PA211","17","3812"
 "PA176","17","2981"
 "PA176","1","2290"
 "PA177","17","2981"
 "PA177","1","2290"
 "PA178","17","3859"
 "PA178","1","1394"
 "PA179","17","3848"
 "PA180","17","3848"
 "PA181","17","3311"
 "PA181","1","1190"
 "PA182","17","3848"
 "PA184","17","960"
 "PA184","1","2711"
 "PA185","17","960"
 "PA185","1","2711"
 "HC068","17","4054"
 "PA187","1","1886"
 "PA190","17","2133"
 "PA190","1","895"
 "PA191","17","2133"
 "PA191","1","895"
 "PA192","17","3526"
 "LB078","1","3942"
 "PA193","1","1228"
 "PA196","17","1634"
 "PA198","17","2804"
 "LA313","17","4057"
 "PA201","17","3338"
 "PA201","1","1489"
 "PA202","17","3338"
 "PA202","1","1489"
 "PB083","17","3303"
 "PB081","1","720"
 "PB081","17","3833"
 "OB098","17","355"
 "OB097","1","165"
 "PB076","1","2883"
 "PB076","17","318"
 "PB074","1","2883"
 "PB074","17","318"
 "PB067","1","1924"
 "PB067","17","3482"
 "PB062","1","2642"
 "PB062","17","2070"
 "OB097","17","181"
 "OB096","1","165"
 "PB052","1","854"
 "PB052","17","392"
 "PB050","1","697"
 "PB050","17","788"
 "OB096","17","181"
 "OB095","1","2603"
 "PB040","1","735"
 "PB040","17","1732"
 "PB038","1","2661"
 "PB038","17","2021"
 "PA206","17","3666"
 "PB036","17","3440"
 "PB032","1","541"
 "PB032","17","1023"
 "OB095","17","169"
 "OB093","1","1073"
 "OB093","17","1748"
 "PB021","1","886"
 "PB021","17","1012"
 "PB020","1","886"
 "PB020","17","1012"
 "PB018","1","2296"
 "PB018","17","3118"
 "OB090","17","1605"
 "OB090","1","3551"
 "PB012","17","2891"
 "RP082","1","1494"
 "PA074","1","1494"
 "PB001","1","1673"
 "PB001","17","3162"
 "YB073","1","2420"
 "YB073","17","1944"
 "YB072","1","1930"
 "YB072","17","3495"
 "BA222","1","437"
 "YB068","1","1560"
 "YB068","17","953"
 "YB064","1","1196"
 "YB064","17","2223"
 "YB053","1","161"
 "YB053","17","3640"
 "YB052","1","2172"
 "YB052","17","262"
 "YB050","1","2172"
 "YB050","17","262"
 "YB048","1","2508"
 "YB048","17","1834"
 "YB047","1","2508"
 "YB047","17","1834"
 "YB046","17","2056"
 "YB046","1","2318"
 "YB045","1","2360"
 "YB042","1","2347"
 "YB045","17","2159"
 "YB042","17","1566"
 "YB033","1","2345"
 "YB033","17","776"
 "YB030","1","1293"
 "YB030","17","1820"
 "YB029","1","850"
 "YB029","17","974"
 "YB028","1","850"
 "YB028","17","974"
 "YB027","1","850"
 "YB027","17","974"
 "YB026","1","2349"
 "YB026","17","1902"
 "YB018","1","2348"
 "YB018","17","1800"
 "YB016","1","1931"
 "YB016","17","1812"
 "YB015","1","1931"
 "YB015","17","1812"
 "CB075","21","51"
 "YB007","1","1246"
 "YB007","17","1963"
 "HC064","1","3986"
 "LB082","17","1826"
 "PB083","1","669"
 "PB085","17","3535"
 "PB085","1","478"
 "PB086","17","1622"
 "PB086","1","1344"
 "PB088","17","1847"
 "PB089","17","2120"
 "PB089","1","864"
 "PB092","17","2137"
 "PB092","1","2556"
 "DB004","17","3651"
 "DB004","1","2275"
 "DB005","17","3651"
 "DB005","1","2275"
 "PC113","20","1619"
 "DB013","17","3072"
 "DB013","1","1472"
 "DB014","17","3168"
 "LC059","1","4064"
 "DB016","1","2486"
 "DB017","17","3171"
 "DB017","1","1318"
 "DB018","17","3390"
 "DB026","17","182"
 "DB026","1","1314"
 "DB027","17","1980"
 "DB027","1","116"
 "DB028","17","1980"
